TransactionID,CustomerID,CustomerSegment,ProductCategory,OrderMonth,PaymentTerms,IsStandardOrder,IsUrgent,TransactionAmount,COGS_EUR,WarehouseCost_EUR,ShippingCost_EUR,ReturnsCost_EUR,InterestCost_EUR,OverheadCost_EUR,TotalCost_EUR,Profit_EUR,ProfitMargin_Pct,CostToRevenue_Pct,ProfitabilityCategory,ShouldRaisePrice,ShouldReduceCost,ShouldReviewCustomer
TXN-2023-005620,CUST-184,Enterprise,Delicatessen,1,Net-60,True,False,1136.81,682.09,350.66,0.0,0.0,9.34,122.03,1164.12,-27.31,-2.4,102.4,Loss,True,True,True
TXN-2023-005621,CUST-184,Enterprise,Delicatessen,1,Net-60,False,True,2814.03,1688.42,1507.15,109.53,0.0,23.13,122.03,3450.26,-636.23,-22.61,122.61,Loss,True,True,True
TXN-2023-005622,CUST-184,Enterprise,Frozen,2,Net-30,True,False,2118.83,1271.3,253.09,0.0,0.0,8.71,114.03,1647.13,471.7,22.26,77.74,Highly Profitable,False,False,False
TXN-2023-005623,CUST-184,Enterprise,Frozen,2,Net-30,True,False,2050.76,1230.46,300.93,0.0,0.0,8.43,114.03,1653.85,396.91,19.35,80.65,Highly Profitable,False,False,False
TXN-2023-005624,CUST-184,Enterprise,Milk,2,Net-60,False,False,1515.14,909.08,521.87,74.49,0.0,12.45,119.03,1636.92,-121.78,-8.04,108.04,Loss,True,True,True
TXN-2023-005625,CUST-184,Enterprise,Frozen,3,Net-60,True,False,4960.94,2976.56,695.94,0.0,0.0,40.77,114.03,3827.3,1133.64,22.85,77.15,Highly Profitable,False,False,False
TXN-2023-005626,CUST-184,Enterprise,Frozen,3,Net-30,True,True,1183.97,710.38,220.96,0.0,0.0,4.87,114.03,1050.24,133.73,11.29,88.71,Highly Profitable,False,False,False
TXN-2023-005627,CUST-184,Enterprise,Frozen,3,Net-60,True,False,3766.43,2259.86,398.29,0.0,0.0,30.96,114.03,2803.14,963.29,25.58,74.42,Highly Profitable,False,False,False
TXN-2023-005628,CUST-184,Enterprise,Delicatessen,3,Net-30,False,True,4598.23,2758.94,2340.08,142.2,0.0,18.9,122.03,5382.15,-783.92,-17.05,117.05,Loss,True,True,True
TXN-2023-005629,CUST-184,Enterprise,Grocery,4,Net-30,False,False,6875.18,4125.11,883.71,997.46,2217.22,28.25,109.03,8360.78,-1485.6,-21.61,121.61,Loss,True,True,True
TXN-2023-005630,CUST-184,Enterprise,Fresh,4,Net-30,False,False,2173.39,1304.03,882.09,210.57,685.17,8.93,124.03,3214.82,-1041.43,-47.92,147.92,Loss,True,True,True
TXN-2023-005631,CUST-184,Enterprise,Fresh,4,Net-30,True,False,9789.04,5873.42,2161.23,0.0,0.0,40.23,124.03,8198.91,1590.13,16.24,83.76,Highly Profitable,False,False,False
TXN-2023-005632,CUST-184,Enterprise,Delicatessen,5,Net-30,True,True,4836.72,2902.03,1685.62,0.0,0.0,19.88,122.03,4729.56,107.16,2.22,97.78,Highly Profitable,False,True,True
TXN-2023-005633,CUST-184,Enterprise,Grocery,5,Net-30,True,False,4645.29,2787.17,382.43,0.0,0.0,19.09,109.03,3297.72,1347.57,29.01,70.99,Highly Profitable,False,False,False
TXN-2023-005634,CUST-184,Enterprise,Delicatessen,5,Net-30,False,False,4530.43,2718.26,2286.99,121.28,0.0,18.62,122.03,5267.18,-736.75,-16.26,116.26,Loss,True,True,True
TXN-2023-005635,CUST-184,Enterprise,Milk,5,Net-30,False,True,6322.73,3793.64,1912.16,220.87,0.0,25.98,119.03,6071.68,251.05,3.97,96.03,Highly Profitable,False,True,True
TXN-2023-005636,CUST-184,Enterprise,Fresh,6,Net-30,False,False,7083.66,4250.2,2708.44,601.3,0.0,29.11,124.03,7713.08,-629.42,-8.89,108.89,Loss,True,True,True
TXN-2023-005637,CUST-184,Enterprise,Frozen,6,Net-60,False,False,5175.55,3105.33,930.2,261.92,0.0,42.54,114.03,4454.02,721.53,13.94,86.06,Highly Profitable,False,False,False
TXN-2023-005638,CUST-184,Enterprise,Delicatessen,6,Net-30,True,False,3378.32,2026.99,908.87,0.0,0.0,13.88,122.03,3071.77,306.55,9.07,90.93,Highly Profitable,False,False,False
TXN-2023-005639,CUST-184,Enterprise,Fresh,6,Net-60,True,False,6481.07,3888.64,1498.26,0.0,0.0,53.27,124.03,5564.2,916.87,14.15,85.85,Highly Profitable,False,False,False
TXN-2023-005640,CUST-184,Enterprise,Delicatessen,7,Net-30,False,False,4382.48,2629.49,1843.84,118.52,0.0,18.01,122.03,4731.89,-349.41,-7.97,107.97,Loss,True,True,True
TXN-2023-005641,CUST-184,Enterprise,Milk,7,Net-60,False,False,2852.79,1711.67,735.41,110.03,0.0,23.45,119.03,2699.59,153.2,5.37,94.63,Highly Profitable,False,False,False
TXN-2023-005642,CUST-184,Enterprise,Frozen,7,Net-30,False,False,9657.77,5794.66,2193.13,471.11,0.0,39.69,114.03,8612.62,1045.15,10.82,89.18,Highly Profitable,False,False,False
TXN-2023-005643,CUST-184,Enterprise,Frozen,7,Net-60,True,False,4874.06,2924.44,521.63,0.0,0.0,40.06,114.03,3600.16,1273.9,26.14,73.86,Highly Profitable,False,False,False
TXN-2023-005644,CUST-184,Enterprise,Milk,7,Net-30,True,False,5595.32,3357.19,872.99,0.0,0.0,22.99,119.03,4372.2,1223.12,21.86,78.14,Highly Profitable,False,False,False
TXN-2023-005645,CUST-184,Enterprise,Frozen,8,Net-60,False,False,3872.59,2323.55,676.26,199.98,0.0,31.83,114.03,3345.65,526.94,13.61,86.39,Highly Profitable,False,False,False
TXN-2023-005646,CUST-184,Enterprise,Milk,8,Net-30,True,False,9122.0,5473.2,1324.62,0.0,0.0,37.49,119.03,6954.34,2167.66,23.76,76.24,Highly Profitable,False,False,False
TXN-2023-005647,CUST-184,Enterprise,Delicatessen,8,Net-90,True,False,4238.98,2543.39,1152.59,0.0,0.0,52.26,122.03,3870.27,368.71,8.7,91.3,Highly Profitable,False,False,False
TXN-2023-005648,CUST-184,Enterprise,Milk,8,Net-90,False,False,2429.85,1457.91,809.4,98.85,0.0,29.96,119.03,2515.15,-85.3,-3.51,103.51,Loss,True,True,True
TXN-2023-005649,CUST-184,Enterprise,Delicatessen,8,Net-60,False,False,7897.96,4738.78,3140.68,182.94,2281.05,64.91,122.03,10530.39,-2632.43,-33.33,133.33,Loss,True,True,True
TXN-2023-005650,CUST-184,Enterprise,Milk,9,Net-60,False,False,4114.06,2468.44,1020.03,142.94,0.0,33.81,119.03,3784.25,329.81,8.02,91.98,Highly Profitable,False,False,False
TXN-2023-005651,CUST-184,Enterprise,Milk,9,Net-30,False,True,916.43,549.86,348.39,78.7,0.0,3.77,119.03,1099.75,-183.32,-20.0,120.0,Loss,True,True,True
TXN-2023-005652,CUST-184,Enterprise,Milk,9,Net-30,False,False,3209.1,1925.46,797.8,119.25,0.0,13.19,119.03,2974.73,234.37,7.3,92.7,Highly Profitable,False,False,False
TXN-2023-005653,CUST-184,Enterprise,Delicatessen,10,Net-30,True,False,3309.81,1985.89,929.08,0.0,0.0,13.6,122.03,3050.6,259.21,7.83,92.17,Highly Profitable,False,False,False
TXN-2023-005654,CUST-184,Enterprise,Milk,10,Net-30,True,False,4821.85,2893.11,751.72,0.0,0.0,19.82,119.03,3783.68,1038.17,21.53,78.47,Highly Profitable,False,False,False
TXN-2023-005655,CUST-184,Enterprise,Frozen,10,Net-30,False,False,2099.48,1259.69,405.28,117.0,0.0,8.63,114.03,1904.63,194.85,9.28,90.72,Highly Profitable,False,False,False
TXN-2023-005656,CUST-184,Enterprise,Frozen,10,Net-60,True,False,4134.44,2480.66,434.6,0.0,0.0,33.98,114.03,3063.27,1071.17,25.91,74.09,Highly Profitable,False,False,False
TXN-2023-005657,CUST-184,Enterprise,Frozen,11,Net-30,True,False,3063.48,1838.09,353.42,0.0,0.0,12.59,114.03,2318.13,745.35,24.33,75.67,Highly Profitable,False,False,False
TXN-2023-005658,CUST-184,Enterprise,Milk,11,Net-60,True,False,847.26,508.36,236.99,0.0,0.0,6.96,119.03,871.34,-24.08,-2.84,102.84,Breakeven,True,True,True
TXN-2023-005659,CUST-184,Enterprise,Milk,11,Net-30,False,False,1718.79,1031.27,511.85,79.76,0.0,7.06,119.03,1748.97,-30.18,-1.76,101.76,Loss,True,True,True
TXN-2023-005660,CUST-184,Enterprise,Grocery,11,Net-30,True,False,5931.01,3558.61,453.1,0.0,0.0,24.37,109.03,4145.11,1785.9,30.11,69.89,Highly Profitable,False,False,False
TXN-2023-005661,CUST-184,Enterprise,Delicatessen,12,Net-60,True,False,2114.0,1268.4,765.04,0.0,0.0,17.38,122.03,2172.85,-58.85,-2.78,102.78,Loss,True,True,True
TXN-2023-005662,CUST-184,Enterprise,Milk,12,Net-90,False,False,2027.91,1216.75,566.07,88.31,0.0,25.0,119.03,2015.16,12.75,0.63,99.37,Profitable,False,True,True
TXN-2023-005663,CUST-184,Enterprise,Frozen,12,Net-60,False,False,3598.58,2159.15,677.77,187.12,0.0,29.58,114.03,3167.65,430.93,11.98,88.02,Highly Profitable,False,False,False
TXN-2023-005664,CUST-185,SMB,Fresh,1,Net-30,True,False,159.8,95.88,98.55,0.0,0.0,0.66,79.23,274.32,-114.52,-71.66,171.66,Loss,True,True,True
TXN-2023-005665,CUST-185,SMB,DetergentsPaper,1,Net-30,False,False,91.34,54.8,79.34,22.29,0.0,0.38,64.23,221.04,-129.7,-142.0,242.0,Loss,True,True,True
TXN-2023-005666,CUST-185,SMB,Grocery,1,Net-30,False,False,124.61,74.77,47.85,34.22,0.0,0.51,64.23,221.58,-96.97,-77.82,177.82,Loss,True,True,True
TXN-2023-005667,CUST-185,SMB,Milk,2,Net-60,False,False,60.66,36.4,80.4,36.32,0.0,0.5,74.23,227.85,-167.19,-275.61,375.61,Loss,True,True,True
TXN-2023-005668,CUST-185,SMB,Fresh,2,Net-30,True,False,163.43,98.06,85.4,0.0,0.0,0.67,79.23,263.36,-99.93,-61.14,161.14,Loss,True,True,True
TXN-2023-005669,CUST-185,SMB,Fresh,2,Net-30,True,False,110.94,66.56,108.39,0.0,0.0,0.46,79.23,254.64,-143.7,-129.53,229.53,Loss,True,True,True
TXN-2023-005670,CUST-185,SMB,Grocery,3,Net-30,True,False,91.87,55.12,44.35,0.0,0.0,0.38,64.23,164.08,-72.21,-78.6,178.6,Loss,True,True,True
TXN-2023-005671,CUST-185,SMB,Grocery,3,Net-30,True,False,122.52,73.51,30.86,0.0,0.0,0.5,64.23,169.1,-46.58,-38.02,138.02,Loss,True,True,True
TXN-2023-005672,CUST-185,SMB,Grocery,3,Net-90,False,True,145.35,87.21,76.2,57.77,0.0,1.79,64.23,287.2,-141.85,-97.59,197.59,Loss,True,True,True
TXN-2023-005673,CUST-185,SMB,Grocery,3,Net-30,False,False,52.81,31.69,73.7,27.11,0.0,0.22,64.23,196.95,-144.14,-272.93,372.93,Loss,True,True,True
TXN-2023-005674,CUST-185,SMB,Grocery,4,Net-30,True,False,123.27,73.96,64.33,0.0,0.0,0.51,64.23,203.03,-79.76,-64.71,164.71,Loss,True,True,True
TXN-2023-005675,CUST-185,SMB,Grocery,4,Net-60,False,False,187.04,112.22,100.08,44.88,0.0,1.54,64.23,322.95,-135.91,-72.67,172.67,Loss,True,True,True
TXN-2023-005676,CUST-185,SMB,Grocery,4,Net-30,True,True,128.0,76.8,43.55,0.0,0.0,0.53,64.23,185.11,-57.11,-44.62,144.62,Loss,True,True,True
TXN-2023-005677,CUST-185,SMB,Grocery,5,Net-30,False,False,88.83,53.3,87.95,30.66,0.0,0.37,64.23,236.51,-147.68,-166.25,266.25,Loss,True,True,True
TXN-2023-005678,CUST-185,SMB,Milk,5,Net-30,True,False,158.34,95.0,127.46,0.0,0.0,0.65,74.23,297.34,-139.0,-87.79,187.79,Loss,True,True,True
TXN-2023-005679,CUST-185,SMB,Grocery,5,Net-60,False,False,97.81,58.69,77.35,30.66,0.0,0.8,64.23,231.73,-133.92,-136.91,236.91,Loss,True,True,True
TXN-2023-005680,CUST-185,SMB,Grocery,5,Net-90,True,False,182.96,109.78,79.97,0.0,0.0,2.26,64.23,256.24,-73.28,-40.05,140.05,Loss,True,True,True
TXN-2023-005681,CUST-185,SMB,Grocery,5,Net-30,True,False,94.89,56.93,58.01,0.0,0.0,0.39,64.23,179.56,-84.67,-89.23,189.23,Loss,True,True,True
TXN-2023-005682,CUST-185,SMB,Grocery,6,Net-30,True,False,150.84,90.5,41.24,0.0,0.0,0.62,64.23,196.59,-45.75,-30.33,130.33,Loss,True,True,True
TXN-2023-005683,CUST-185,SMB,Grocery,6,Net-90,False,False,190.57,114.34,100.19,44.88,0.0,2.35,64.23,325.99,-135.42,-71.06,171.06,Loss,True,True,True
TXN-2023-005684,CUST-185,SMB,Grocery,6,Net-90,True,False,93.56,56.14,36.25,0.0,0.0,1.15,64.23,157.77,-64.21,-68.63,168.63,Loss,True,True,True
TXN-2023-005685,CUST-185,SMB,Grocery,6,Net-30,True,False,118.93,71.36,45.28,0.0,0.0,0.49,64.23,181.36,-62.43,-52.49,152.49,Loss,True,True,True
TXN-2023-005686,CUST-185,SMB,Grocery,7,Net-30,True,False,155.73,93.44,48.58,0.0,0.0,0.64,64.23,206.89,-51.16,-32.85,132.85,Loss,True,True,True
TXN-2023-005687,CUST-185,SMB,Grocery,7,Net-30,True,False,142.94,85.76,47.04,0.0,0.0,0.59,64.23,197.62,-54.68,-38.26,138.26,Loss,True,True,True
TXN-2023-005688,CUST-185,SMB,DetergentsPaper,7,Net-30,True,False,105.55,63.33,64.74,0.0,0.0,0.43,64.23,192.73,-87.18,-82.6,182.6,Loss,True,True,True
TXN-2023-005689,CUST-185,SMB,Grocery,7,Net-90,True,False,226.99,136.19,53.85,0.0,0.0,2.8,64.23,257.07,-30.08,-13.25,113.25,Loss,True,True,True
TXN-2023-005690,CUST-185,SMB,Grocery,7,Net-60,False,False,226.99,136.19,95.01,51.99,0.0,1.87,64.23,349.29,-122.3,-53.88,153.88,Loss,True,True,True
TXN-2023-005691,CUST-185,SMB,Milk,8,Net-30,True,True,100.22,60.13,81.55,0.0,0.0,0.41,74.23,216.32,-116.1,-115.85,215.85,Loss,True,True,True
TXN-2023-005692,CUST-185,SMB,Fresh,8,Net-30,False,True,221.54,132.92,168.55,75.87,96.37,0.91,79.23,553.85,-332.31,-150.0,250.0,Loss,True,True,True
TXN-2023-005693,CUST-185,SMB,Grocery,8,Net-30,True,False,88.89,53.33,43.4,0.0,0.0,0.37,64.23,161.33,-72.44,-81.5,181.5,Loss,True,True,True
TXN-2023-005694,CUST-185,SMB,Milk,8,Net-30,True,True,98.74,59.24,94.24,0.0,0.0,0.41,74.23,228.12,-129.38,-131.04,231.04,Loss,True,True,True
TXN-2023-005695,CUST-185,SMB,Grocery,9,Net-30,True,True,44.57,26.74,52.25,0.0,0.0,0.18,64.23,143.4,-98.83,-221.75,321.75,Loss,True,True,True
TXN-2023-005696,CUST-185,SMB,Grocery,9,Net-90,True,False,104.1,62.46,46.48,0.0,0.0,1.28,64.23,174.45,-70.35,-67.58,167.58,Loss,True,True,True
TXN-2023-005697,CUST-185,SMB,DetergentsPaper,9,Net-30,False,False,99.83,59.9,59.55,22.29,0.0,0.41,64.23,206.38,-106.55,-106.73,206.73,Loss,True,True,True
TXN-2023-005698,CUST-185,SMB,Grocery,9,Net-30,False,False,208.83,125.3,81.3,48.44,0.0,0.86,64.23,320.13,-111.3,-53.3,153.3,Loss,True,True,True
TXN-2023-005699,CUST-185,SMB,Milk,10,Net-60,True,False,217.91,130.75,112.55,0.0,67.45,1.79,74.23,386.77,-168.86,-77.49,177.49,Loss,True,True,True
TXN-2023-005700,CUST-185,SMB,Grocery,10,Net-30,True,False,92.44,55.46,36.22,0.0,0.0,0.38,64.23,156.29,-63.85,-69.08,169.08,Loss,True,True,True
TXN-2023-005701,CUST-185,SMB,Grocery,10,Net-30,False,False,217.91,130.75,81.57,48.44,0.0,0.9,64.23,325.89,-107.98,-49.55,149.55,Loss,True,True,True
TXN-2023-005702,CUST-185,SMB,Grocery,10,Net-60,False,False,89.95,53.97,67.8,30.66,0.0,0.74,64.23,217.4,-127.45,-141.69,241.69,Loss,True,True,True
TXN-2023-005703,CUST-185,SMB,DetergentsPaper,10,Net-30,True,False,53.75,32.25,51.52,0.0,0.0,0.22,64.23,148.22,-94.47,-175.76,275.76,Loss,True,True,True
TXN-2023-005704,CUST-185,SMB,Grocery,11,Net-60,True,False,107.63,64.58,46.57,0.0,0.0,0.88,64.23,176.26,-68.63,-63.76,163.76,Loss,True,True,True
TXN-2023-005705,CUST-185,SMB,DetergentsPaper,11,Net-30,False,False,175.8,105.48,66.16,25.33,0.0,0.72,64.23,261.92,-86.12,-48.99,148.99,Loss,True,True,True
TXN-2023-005706,CUST-185,SMB,Grocery,11,Net-30,True,False,245.15,147.09,39.73,0.0,0.0,1.01,64.23,252.06,-6.91,-2.82,102.82,Breakeven,True,True,True
TXN-2023-005707,CUST-185,SMB,Grocery,12,Net-30,True,False,116.42,69.85,45.23,0.0,0.0,0.48,64.23,179.79,-63.37,-54.43,154.43,Loss,True,True,True
TXN-2023-005708,CUST-185,SMB,Grocery,12,Net-30,False,False,80.48,48.29,55.1,30.66,0.0,0.33,64.23,198.61,-118.13,-146.78,246.78,Loss,True,True,True
TXN-2023-005709,CUST-185,SMB,Milk,12,Net-30,True,False,159.57,95.74,81.31,0.0,0.0,0.66,74.23,251.94,-92.37,-57.89,157.89,Loss,True,True,True
TXN-2023-005710,CUST-185,SMB,Grocery,12,Net-60,True,False,253.7,152.22,78.49,0.0,0.0,2.09,64.23,297.03,-43.33,-17.08,117.08,Loss,True,True,True
TXN-2023-005711,CUST-186,SMB,Fresh,1,Net-90,True,False,313.32,187.99,131.53,0.0,0.0,3.86,79.23,402.61,-89.29,-28.5,128.5,Loss,True,True,True
TXN-2023-005712,CUST-186,SMB,Fresh,1,Net-30,False,False,363.97,218.38,186.06,67.77,0.0,1.5,79.23,552.94,-188.97,-51.92,151.92,Loss,True,True,True
TXN-2023-005713,CUST-186,SMB,Milk,1,Net-30,True,False,247.18,148.31,104.64,0.0,72.52,1.02,74.23,400.72,-153.54,-62.12,162.12,Loss,True,True,True
TXN-2023-005714,CUST-186,SMB,Fresh,2,Net-30,True,False,282.96,169.78,139.04,0.0,90.19,1.16,79.23,479.4,-196.44,-69.42,169.42,Loss,True,True,True
TXN-2023-005715,CUST-186,SMB,Milk,2,Net-60,True,False,484.33,290.6,127.26,0.0,0.0,3.98,74.23,496.07,-11.74,-2.42,102.42,Breakeven,True,True,True
TXN-2023-005716,CUST-186,SMB,Milk,2,Net-30,True,False,353.2,211.92,132.67,0.0,0.0,1.45,74.23,420.27,-67.07,-18.99,118.99,Loss,True,True,True
TXN-2023-005717,CUST-186,SMB,Milk,2,Net-90,True,False,417.04,250.22,105.46,0.0,120.71,5.14,74.23,555.76,-138.72,-33.26,133.26,Loss,True,True,True
TXN-2023-005718,CUST-186,SMB,Fresh,2,Net-30,True,False,400.44,240.26,226.63,0.0,0.0,1.65,79.23,547.77,-147.33,-36.79,136.79,Loss,True,True,True
TXN-2023-005719,CUST-186,SMB,Fresh,3,Net-90,False,False,233.77,140.26,160.11,57.85,0.0,2.88,79.23,440.33,-206.56,-88.36,188.36,Loss,True,True,True
TXN-2023-005720,CUST-186,SMB,Milk,3,Net-30,False,False,499.48,299.69,181.83,47.51,0.0,2.05,74.23,605.31,-105.83,-21.19,121.19,Loss,True,True,True
TXN-2023-005721,CUST-186,SMB,Fresh,3,Net-30,False,True,577.44,346.46,442.49,105.62,0.0,2.37,79.23,976.17,-398.73,-69.05,169.05,Loss,True,True,True
TXN-2023-005722,CUST-186,SMB,Milk,3,Net-90,True,True,772.37,463.42,320.11,0.0,0.0,9.52,74.23,867.28,-94.91,-12.29,112.29,Loss,True,True,True
TXN-2023-005723,CUST-186,SMB,Fresh,3,Net-30,True,True,441.34,264.8,185.22,0.0,137.79,1.81,79.23,668.85,-227.51,-51.55,151.55,Loss,True,True,True
TXN-2023-005724,CUST-186,SMB,Milk,4,Net-30,False,False,398.91,239.35,176.76,44.87,0.0,1.64,74.23,536.85,-137.94,-34.58,134.58,Loss,True,True,True
TXN-2023-005725,CUST-186,SMB,Milk,4,Net-60,True,False,150.51,90.31,80.63,0.0,0.0,1.24,74.23,246.41,-95.9,-63.71,163.71,Loss,True,True,True
TXN-2023-005726,CUST-186,SMB,Milk,4,Net-30,False,False,200.67,120.4,134.47,40.27,0.0,0.82,74.23,370.19,-169.52,-84.48,184.48,Loss,True,True,True
TXN-2023-005727,CUST-186,SMB,Milk,4,Net-90,True,False,567.98,340.79,150.29,0.0,0.0,7.0,74.23,572.31,-4.33,-0.76,100.76,Breakeven,True,True,True
TXN-2023-005728,CUST-186,SMB,Frozen,5,Net-30,True,False,245.79,147.47,70.22,0.0,0.0,1.01,69.23,287.93,-42.14,-17.15,117.15,Loss,True,True,True
TXN-2023-005729,CUST-186,SMB,Fresh,5,Net-30,True,True,143.37,86.02,144.11,0.0,0.0,0.59,79.23,309.95,-166.58,-116.19,216.19,Loss,True,True,True
TXN-2023-005730,CUST-186,SMB,Fresh,5,Net-90,False,False,308.81,185.29,207.73,63.8,0.0,3.81,79.23,539.86,-231.05,-74.82,174.82,Loss,True,True,True
TXN-2023-005731,CUST-186,SMB,Frozen,5,Net-60,True,False,584.7,350.82,80.38,0.0,0.0,4.81,69.23,505.24,79.46,13.59,86.41,Highly Profitable,False,False,False
TXN-2023-005732,CUST-186,SMB,Frozen,5,Net-30,False,True,509.27,305.56,155.04,63.37,0.0,2.09,69.23,595.29,-86.02,-16.89,116.89,Loss,True,True,True
TXN-2023-005733,CUST-186,SMB,Fresh,6,Net-30,False,False,161.21,96.73,194.45,51.9,0.0,0.66,79.23,422.97,-261.76,-162.37,262.37,Loss,True,True,True
TXN-2023-005734,CUST-186,SMB,Fresh,6,Net-30,True,False,249.81,149.89,103.04,0.0,0.0,1.03,79.23,333.19,-83.38,-33.38,133.38,Loss,True,True,True
TXN-2023-005735,CUST-186,SMB,Milk,6,Net-30,True,False,329.87,197.92,117.48,0.0,0.0,1.36,74.23,390.99,-61.12,-18.53,118.53,Loss,True,True,True
TXN-2023-005736,CUST-186,SMB,Grocery,6,Net-60,True,False,392.92,235.75,50.38,0.0,0.0,3.23,64.23,353.59,39.33,10.01,89.99,Profitable,False,False,False
TXN-2023-005737,CUST-186,SMB,Fresh,7,Net-30,False,False,303.65,182.19,206.8,63.8,0.0,1.25,79.23,533.27,-229.62,-75.62,175.62,Loss,True,True,True
TXN-2023-005738,CUST-186,SMB,Frozen,7,Net-30,True,False,435.62,261.37,89.33,0.0,0.0,1.79,69.23,421.72,13.9,3.19,96.81,Profitable,False,True,True
TXN-2023-005739,CUST-186,SMB,Grocery,7,Net-30,True,False,407.9,244.74,73.7,0.0,0.0,1.68,64.23,384.35,23.55,5.77,94.23,Profitable,False,False,False
TXN-2023-005740,CUST-186,SMB,Fresh,8,Net-60,False,False,484.26,290.56,250.98,77.68,0.0,3.98,79.23,702.43,-218.17,-45.05,145.05,Loss,True,True,True
TXN-2023-005741,CUST-186,SMB,Delicatessen,8,Net-30,False,False,745.21,447.13,344.47,51.34,0.0,3.06,77.23,923.23,-178.02,-23.89,123.89,Loss,True,True,True
TXN-2023-005742,CUST-186,SMB,Grocery,8,Net-90,False,False,657.26,394.36,146.96,112.41,0.0,8.1,64.23,726.06,-68.8,-10.47,110.47,Loss,True,True,True
TXN-2023-005743,CUST-186,SMB,Fresh,8,Net-30,True,False,141.63,84.98,80.35,0.0,0.0,0.58,79.23,245.14,-103.51,-73.08,173.08,Loss,True,True,True
TXN-2023-005744,CUST-186,SMB,Fresh,9,Net-30,False,False,595.62,357.37,289.33,85.62,0.0,2.45,79.23,814.0,-218.38,-36.66,136.66,Loss,True,True,True
TXN-2023-005745,CUST-186,SMB,Frozen,9,Net-90,True,False,414.53,248.72,63.5,0.0,0.0,5.11,69.23,386.56,27.97,6.75,93.25,Profitable,False,False,False
TXN-2023-005746,CUST-186,SMB,Fresh,9,Net-30,True,False,128.65,77.19,78.8,0.0,0.0,0.53,79.23,235.75,-107.1,-83.25,183.25,Loss,True,True,True
TXN-2023-005747,CUST-186,SMB,Milk,9,Net-30,False,False,507.4,304.44,238.55,48.16,0.0,2.09,74.23,667.47,-160.07,-31.55,131.55,Loss,True,True,True
TXN-2023-005748,CUST-186,SMB,Milk,9,Net-30,False,False,350.66,210.4,168.48,44.21,0.0,1.44,74.23,498.76,-148.1,-42.23,142.23,Loss,True,True,True
TXN-2023-005749,CUST-186,SMB,Fresh,10,Net-60,False,False,418.83,251.3,266.22,71.73,0.0,3.44,79.23,671.92,-253.09,-60.43,160.43,Loss,True,True,True
TXN-2023-005750,CUST-186,SMB,Fresh,10,Net-30,True,False,442.68,265.61,172.77,0.0,138.17,1.82,79.23,657.6,-214.92,-48.55,148.55,Loss,True,True,True
TXN-2023-005751,CUST-186,SMB,Fresh,10,Net-30,True,True,208.36,125.02,113.17,0.0,0.0,0.86,79.23,318.28,-109.92,-52.75,152.75,Loss,True,True,True
TXN-2023-005752,CUST-186,SMB,Milk,10,Net-60,True,True,231.55,138.93,137.33,0.0,0.0,1.9,74.23,352.39,-120.84,-52.19,152.19,Loss,True,True,True
TXN-2023-005753,CUST-186,SMB,Frozen,10,Net-90,True,False,233.25,139.95,77.78,0.0,0.0,2.88,69.23,289.84,-56.59,-24.26,124.26,Loss,True,True,True
TXN-2023-005754,CUST-186,SMB,Fresh,11,Net-90,False,False,258.57,155.14,169.15,59.83,0.0,3.19,79.23,466.54,-207.97,-80.43,180.43,Loss,True,True,True
TXN-2023-005755,CUST-186,SMB,Frozen,11,Net-60,True,False,142.98,85.79,36.8,0.0,43.33,1.18,69.23,236.33,-93.35,-65.29,165.29,Loss,True,True,True
TXN-2023-005756,CUST-186,SMB,Frozen,11,Net-60,True,False,289.02,173.41,65.86,0.0,0.0,2.38,69.23,310.88,-21.86,-7.56,107.56,Breakeven,True,True,True
TXN-2023-005757,CUST-186,SMB,Grocery,11,Net-30,True,False,208.56,125.14,37.71,0.0,0.0,0.86,64.23,227.94,-19.38,-9.29,109.29,Breakeven,True,True,True
TXN-2023-005758,CUST-186,SMB,Milk,12,Net-30,True,False,273.69,164.21,84.74,0.0,83.43,1.12,74.23,407.73,-134.04,-48.98,148.98,Loss,True,True,True
TXN-2023-005759,CUST-186,SMB,Fresh,12,Net-30,True,False,182.51,109.51,103.7,0.0,0.0,0.75,79.23,293.19,-110.68,-60.64,160.64,Loss,True,True,True
TXN-2023-005760,CUST-186,SMB,Milk,12,Net-30,False,False,383.38,230.03,192.67,44.87,0.0,1.58,74.23,543.38,-160.0,-41.73,141.73,Loss,True,True,True
TXN-2023-005761,CUST-186,SMB,Milk,12,Net-60,True,False,166.62,99.97,105.38,0.0,0.0,1.37,74.23,280.95,-114.33,-68.62,168.62,Loss,True,True,True
TXN-2023-005762,CUST-187,SMB,Fresh,1,Net-90,True,False,132.54,79.52,65.68,0.0,0.0,1.63,79.23,226.06,-93.52,-70.56,170.56,Loss,True,True,True
TXN-2023-005763,CUST-187,SMB,Fresh,1,Net-90,False,False,80.81,48.49,105.12,45.95,0.0,1.0,79.23,279.79,-198.98,-246.23,346.23,Loss,True,True,True
TXN-2023-005764,CUST-187,SMB,DetergentsPaper,1,Net-30,True,False,167.96,100.78,35.8,0.0,0.0,0.69,64.23,201.5,-33.54,-19.97,119.97,Loss,True,True,True
TXN-2023-005765,CUST-187,SMB,Milk,2,Net-30,True,False,274.44,164.66,73.02,0.0,0.0,1.13,74.23,313.04,-38.6,-14.07,114.07,Loss,True,True,True
