TransactionID,CustomerID,CustomerSegment,ProductCategory,TransactionAmount_EUR,BaseOverhead_EUR,SegmentMultiplier,SegmentAdjustedOverhead_EUR,ProductAdjustment_EUR,TotalAllocatedOverhead_EUR,OverheadAsPercentOfRevenue
TXN-2023-006190,CUST-199,Mid-Market,Fresh,335.47,81.45,1.1,89.59,10.0,99.59,29.69
TXN-2023-006191,CUST-199,Mid-Market,Fresh,586.94,81.45,1.1,89.59,10.0,99.59,16.97
TXN-2023-006192,CUST-199,Mid-Market,Fresh,635.44,81.45,1.1,89.59,10.0,99.59,15.67
TXN-2023-006193,CUST-199,Mid-Market,Fresh,839.98,81.45,1.1,89.59,10.0,99.59,11.86
TXN-2023-006194,CUST-199,Mid-Market,Milk,779.57,81.45,1.1,89.59,5.0,94.59,12.13
TXN-2023-006195,CUST-199,Mid-Market,Grocery,614.8,81.45,1.1,89.59,-5.0,84.59,13.76
TXN-2023-006196,CUST-199,Mid-Market,Fresh,651.47,81.45,1.1,89.59,10.0,99.59,15.29
TXN-2023-006197,CUST-199,Mid-Market,Fresh,494.79,81.45,1.1,89.59,10.0,99.59,20.13
TXN-2023-006198,CUST-199,Mid-Market,Fresh,430.7,81.45,1.1,89.59,10.0,99.59,23.12
TXN-2023-006199,CUST-199,Mid-Market,Fresh,258.37,81.45,1.1,89.59,10.0,99.59,38.55
TXN-2023-006200,CUST-199,Mid-Market,Fresh,817.88,81.45,1.1,89.59,10.0,99.59,12.18
TXN-2023-006201,CUST-199,Mid-Market,Fresh,241.08,81.45,1.1,89.59,10.0,99.59,41.31
TXN-2023-006202,CUST-199,Mid-Market,Grocery,717.48,81.45,1.1,89.59,-5.0,84.59,11.79
TXN-2023-006203,CUST-199,Mid-Market,Fresh,613.87,81.45,1.1,89.59,10.0,99.59,16.22
TXN-2023-006204,CUST-199,Mid-Market,Fresh,273.97,81.45,1.1,89.59,10.0,99.59,36.35
TXN-2023-006205,CUST-199,Mid-Market,Grocery,298.36,81.45,1.1,89.59,-5.0,84.59,28.35
TXN-2023-006206,CUST-199,Mid-Market,Grocery,704.61,81.45,1.1,89.59,-5.0,84.59,12.01
TXN-2023-006207,CUST-199,Mid-Market,Fresh,432.2,81.45,1.1,89.59,10.0,99.59,23.04
TXN-2023-006208,CUST-199,Mid-Market,Fresh,621.83,81.45,1.1,89.59,10.0,99.59,16.02
TXN-2023-006209,CUST-199,Mid-Market,Delicatessen,398.94,81.45,1.1,89.59,8.0,97.59,24.46
TXN-2023-006210,CUST-199,Mid-Market,Milk,917.96,81.45,1.1,89.59,5.0,94.59,10.3
TXN-2023-006211,CUST-199,Mid-Market,Grocery,428.94,81.45,1.1,89.59,-5.0,84.59,19.72
TXN-2023-006212,CUST-199,Mid-Market,Fresh,855.56,81.45,1.1,89.59,10.0,99.59,11.64
TXN-2023-006213,CUST-199,Mid-Market,Fresh,815.84,81.45,1.1,89.59,10.0,99.59,12.21
TXN-2023-006214,CUST-199,Mid-Market,Frozen,357.15,81.45,1.1,89.59,0.0,89.59,25.09
TXN-2023-006215,CUST-199,Mid-Market,Grocery,864.18,81.45,1.1,89.59,-5.0,84.59,9.79
TXN-2023-006216,CUST-199,Mid-Market,Fresh,529.13,81.45,1.1,89.59,10.0,99.59,18.82
TXN-2023-006217,CUST-199,Mid-Market,Milk,609.34,81.45,1.1,89.59,5.0,94.59,15.52
TXN-2023-006218,CUST-199,Mid-Market,Frozen,690.54,81.45,1.1,89.59,0.0,89.59,12.97
TXN-2023-006219,CUST-199,Mid-Market,Fresh,484.69,81.45,1.1,89.59,10.0,99.59,20.55
TXN-2023-006220,CUST-199,Mid-Market,Fresh,294.09,81.45,1.1,89.59,10.0,99.59,33.86
TXN-2023-006221,CUST-199,Mid-Market,Grocery,300.93,81.45,1.1,89.59,-5.0,84.59,28.11
TXN-2023-006222,CUST-199,Mid-Market,Frozen,853.28,81.45,1.1,89.59,0.0,89.59,10.5
TXN-2023-006223,CUST-199,Mid-Market,Fresh,742.57,81.45,1.1,89.59,10.0,99.59,13.41
TXN-2023-006224,CUST-199,Mid-Market,Frozen,499.57,81.45,1.1,89.59,0.0,89.59,17.93
TXN-2023-006225,CUST-199,Mid-Market,Grocery,373.4,81.45,1.1,89.59,-5.0,84.59,22.65
TXN-2023-006226,CUST-200,SMB,Fresh,517.55,81.45,0.85,69.23,10.0,79.23,15.31
TXN-2023-006227,CUST-200,SMB,Fresh,239.1,81.45,0.85,69.23,10.0,79.23,33.14
TXN-2023-006228,CUST-200,SMB,Grocery,228.55,81.45,0.85,69.23,-5.0,64.23,28.1
TXN-2023-006229,CUST-200,SMB,Fresh,482.18,81.45,0.85,69.23,10.0,79.23,16.43
TXN-2023-006230,CUST-200,SMB,Fresh,238.94,81.45,0.85,69.23,10.0,79.23,33.16
TXN-2023-006231,CUST-200,SMB,Fresh,765.47,81.45,0.85,69.23,10.0,79.23,10.35
TXN-2023-006232,CUST-200,SMB,Fresh,415.92,81.45,0.85,69.23,10.0,79.23,19.05
TXN-2023-006233,CUST-200,SMB,Fresh,407.89,81.45,0.85,69.23,10.0,79.23,19.42
TXN-2023-006234,CUST-200,SMB,Fresh,147.35,81.45,0.85,69.23,10.0,79.23,53.77
TXN-2023-006235,CUST-200,SMB,Milk,738.21,81.45,0.85,69.23,5.0,74.23,10.06
TXN-2023-006236,CUST-200,SMB,Fresh,617.86,81.45,0.85,69.23,10.0,79.23,12.82
TXN-2023-006237,CUST-200,SMB,Grocery,311.66,81.45,0.85,69.23,-5.0,64.23,20.61
TXN-2023-006238,CUST-200,SMB,Fresh,282.89,81.45,0.85,69.23,10.0,79.23,28.01
TXN-2023-006239,CUST-200,SMB,Milk,590.65,81.45,0.85,69.23,5.0,74.23,12.57
TXN-2023-006240,CUST-200,SMB,Fresh,513.26,81.45,0.85,69.23,10.0,79.23,15.44
TXN-2023-006241,CUST-200,SMB,Frozen,711.29,81.45,0.85,69.23,0.0,69.23,9.73
TXN-2023-006242,CUST-200,SMB,Grocery,163.14,81.45,0.85,69.23,-5.0,64.23,39.37
TXN-2023-006243,CUST-200,SMB,Milk,348.67,81.45,0.85,69.23,5.0,74.23,21.29
TXN-2023-006244,CUST-200,SMB,Fresh,343.16,81.45,0.85,69.23,10.0,79.23,23.09
TXN-2023-006245,CUST-200,SMB,Fresh,264.69,81.45,0.85,69.23,10.0,79.23,29.93
TXN-2023-006246,CUST-200,SMB,Fresh,698.78,81.45,0.85,69.23,10.0,79.23,11.34
TXN-2023-006247,CUST-200,SMB,Grocery,483.78,81.45,0.85,69.23,-5.0,64.23,13.28
TXN-2023-006248,CUST-200,SMB,Grocery,276.85,81.45,0.85,69.23,-5.0,64.23,23.2
TXN-2023-006249,CUST-200,SMB,Fresh,236.49,81.45,0.85,69.23,10.0,79.23,33.5
TXN-2023-006250,CUST-200,SMB,Fresh,715.72,81.45,0.85,69.23,10.0,79.23,11.07
TXN-2023-006251,CUST-200,SMB,Grocery,345.04,81.45,0.85,69.23,-5.0,64.23,18.62
TXN-2023-006252,CUST-200,SMB,Milk,296.31,81.45,0.85,69.23,5.0,74.23,25.05
TXN-2023-006253,CUST-200,SMB,Fresh,957.43,81.45,0.85,69.23,10.0,79.23,8.28
TXN-2023-006254,CUST-200,SMB,Milk,512.67,81.45,0.85,69.23,5.0,74.23,14.48
TXN-2023-006255,CUST-200,SMB,Fresh,637.1,81.45,0.85,69.23,10.0,79.23,12.44
TXN-2023-006256,CUST-200,SMB,Milk,382.0,81.45,0.85,69.23,5.0,74.23,19.43
TXN-2023-006257,CUST-200,SMB,Fresh,347.05,81.45,0.85,69.23,10.0,79.23,22.83
TXN-2023-006258,CUST-200,SMB,Fresh,199.13,81.45,0.85,69.23,10.0,79.23,39.79
TXN-2023-006259,CUST-200,SMB,Fresh,208.57,81.45,0.85,69.23,10.0,79.23,37.99
TXN-2023-006260,CUST-200,SMB,Frozen,705.66,81.45,0.85,69.23,0.0,69.23,9.81
TXN-2023-006261,CUST-201,Enterprise,DetergentsPaper,5592.22,81.45,1.4,114.03,-5.0,109.03,1.95
TXN-2023-006262,CUST-201,Enterprise,Grocery,3065.7,81.45,1.4,114.03,-5.0,109.03,3.56
TXN-2023-006263,CUST-201,Enterprise,Grocery,1989.35,81.45,1.4,114.03,-5.0,109.03,5.48
TXN-2023-006264,CUST-201,Enterprise,DetergentsPaper,1978.34,81.45,1.4,114.03,-5.0,109.03,5.51
TXN-2023-006265,CUST-201,Enterprise,Grocery,7584.76,81.45,1.4,114.03,-5.0,109.03,1.44
TXN-2023-006266,CUST-201,Enterprise,Grocery,5456.72,81.45,1.4,114.03,-5.0,109.03,2.0
TXN-2023-006267,CUST-201,Enterprise,Grocery,6723.62,81.45,1.4,114.03,-5.0,109.03,1.62
TXN-2023-006268,CUST-201,Enterprise,DetergentsPaper,4294.93,81.45,1.4,114.03,-5.0,109.03,2.54
TXN-2023-006269,CUST-201,Enterprise,Delicatessen,2995.35,81.45,1.4,114.03,8.0,122.03,4.07
TXN-2023-006270,CUST-201,Enterprise,Grocery,7616.64,81.45,1.4,114.03,-5.0,109.03,1.43
TXN-2023-006271,CUST-201,Enterprise,Grocery,3809.87,81.45,1.4,114.03,-5.0,109.03,2.86
TXN-2023-006272,CUST-201,Enterprise,DetergentsPaper,2957.51,81.45,1.4,114.03,-5.0,109.03,3.69
TXN-2023-006273,CUST-202,Enterprise,DetergentsPaper,3806.84,81.45,1.4,114.03,-5.0,109.03,2.86
TXN-2023-006274,CUST-202,Enterprise,Delicatessen,2604.04,81.45,1.4,114.03,8.0,122.03,4.69
TXN-2023-006275,CUST-202,Enterprise,Grocery,9459.64,81.45,1.4,114.03,-5.0,109.03,1.15
TXN-2023-006276,CUST-202,Enterprise,Milk,4032.86,81.45,1.4,114.03,5.0,119.03,2.95
TXN-2023-006277,CUST-202,Enterprise,Delicatessen,4846.29,81.45,1.4,114.03,8.0,122.03,2.52
TXN-2023-006278,CUST-202,Enterprise,DetergentsPaper,7290.41,81.45,1.4,114.03,-5.0,109.03,1.5
TXN-2023-006279,CUST-202,Enterprise,Milk,7609.0,81.45,1.4,114.03,5.0,119.03,1.56
TXN-2023-006280,CUST-202,Enterprise,Grocery,5372.17,81.45,1.4,114.03,-5.0,109.03,2.03
TXN-2023-006281,CUST-202,Enterprise,Grocery,1036.11,81.45,1.4,114.03,-5.0,109.03,10.52
TXN-2023-006282,CUST-202,Enterprise,Fresh,2835.3,81.45,1.4,114.03,10.0,124.03,4.37
TXN-2023-006283,CUST-202,Enterprise,Grocery,5497.92,81.45,1.4,114.03,-5.0,109.03,1.98
TXN-2023-006284,CUST-202,Enterprise,DetergentsPaper,2542.07,81.45,1.4,114.03,-5.0,109.03,4.29
TXN-2023-006285,CUST-202,Enterprise,Delicatessen,6123.36,81.45,1.4,114.03,8.0,122.03,1.99
TXN-2023-006286,CUST-203,Enterprise,Fresh,1033.45,81.45,1.4,114.03,10.0,124.03,12.0
TXN-2023-006287,CUST-203,Enterprise,Grocery,726.93,81.45,1.4,114.03,-5.0,109.03,15.0
TXN-2023-006288,CUST-203,Enterprise,Milk,1002.28,81.45,1.4,114.03,5.0,119.03,11.88
TXN-2023-006289,CUST-203,Enterprise,Fresh,1127.55,81.45,1.4,114.03,10.0,124.03,11.0
TXN-2023-006290,CUST-203,Enterprise,Milk,357.94,81.45,1.4,114.03,5.0,119.03,33.25
TXN-2023-006291,CUST-203,Enterprise,Milk,542.82,81.45,1.4,114.03,5.0,119.03,21.93
TXN-2023-006292,CUST-203,Enterprise,Grocery,496.23,81.45,1.4,114.03,-5.0,109.03,21.97
TXN-2023-006293,CUST-203,Enterprise,Fresh,2303.87,81.45,1.4,114.03,10.0,124.03,5.38
TXN-2023-006294,CUST-203,Enterprise,Fresh,1720.15,81.45,1.4,114.03,10.0,124.03,7.21
TXN-2023-006295,CUST-203,Enterprise,Delicatessen,572.67,81.45,1.4,114.03,8.0,122.03,21.31
TXN-2023-006296,CUST-203,Enterprise,Fresh,593.87,81.45,1.4,114.03,10.0,124.03,20.88
TXN-2023-006297,CUST-203,Enterprise,Milk,461.97,81.45,1.4,114.03,5.0,119.03,25.76
TXN-2023-006298,CUST-203,Enterprise,Fresh,995.86,81.45,1.4,114.03,10.0,124.03,12.45
TXN-2023-006299,CUST-203,Enterprise,Milk,1147.4,81.45,1.4,114.03,5.0,119.03,10.37
TXN-2023-006300,CUST-203,Enterprise,Fresh,1143.96,81.45,1.4,114.03,10.0,124.03,10.84
TXN-2023-006301,CUST-203,Enterprise,Fresh,1953.2,81.45,1.4,114.03,10.0,124.03,6.35
TXN-2023-006302,CUST-203,Enterprise,Fresh,2694.71,81.45,1.4,114.03,10.0,124.03,4.6
TXN-2023-006303,CUST-203,Enterprise,Milk,2806.98,81.45,1.4,114.03,5.0,119.03,4.24
TXN-2023-006304,CUST-203,Enterprise,Fresh,646.43,81.45,1.4,114.03,10.0,124.03,19.19
TXN-2023-006305,CUST-203,Enterprise,Fresh,1622.3,81.45,1.4,114.03,10.0,124.03,7.65
TXN-2023-006306,CUST-203,Enterprise,Fresh,2175.52,81.45,1.4,114.03,10.0,124.03,5.7
TXN-2023-006307,CUST-203,Enterprise,Delicatessen,830.81,81.45,1.4,114.03,8.0,122.03,14.69
TXN-2023-006308,CUST-203,Enterprise,Delicatessen,1246.01,81.45,1.4,114.03,8.0,122.03,9.79
TXN-2023-006309,CUST-203,Enterprise,Milk,1317.91,81.45,1.4,114.03,5.0,119.03,9.03
TXN-2023-006310,CUST-203,Enterprise,Frozen,846.91,81.45,1.4,114.03,0.0,114.03,13.46
TXN-2023-006311,CUST-203,Enterprise,Milk,878.48,81.45,1.4,114.03,5.0,119.03,13.55
TXN-2023-006312,CUST-203,Enterprise,Milk,623.63,81.45,1.4,114.03,5.0,119.03,19.09
TXN-2023-006313,CUST-203,Enterprise,Grocery,548.71,81.45,1.4,114.03,-5.0,109.03,19.87
TXN-2023-006314,CUST-203,Enterprise,Fresh,791.68,81.45,1.4,114.03,10.0,124.03,15.67
TXN-2023-006315,CUST-203,Enterprise,Fresh,2371.64,81.45,1.4,114.03,10.0,124.03,5.23
TXN-2023-006316,CUST-203,Enterprise,Grocery,1615.72,81.45,1.4,114.03,-5.0,109.03,6.75
TXN-2023-006317,CUST-203,Enterprise,Grocery,598.88,81.45,1.4,114.03,-5.0,109.03,18.2
TXN-2023-006318,CUST-203,Enterprise,Grocery,1068.69,81.45,1.4,114.03,-5.0,109.03,10.2
TXN-2023-006319,CUST-203,Enterprise,Frozen,1687.56,81.45,1.4,114.03,0.0,114.03,6.76
TXN-2023-006320,CUST-203,Enterprise,Grocery,612.02,81.45,1.4,114.03,-5.0,109.03,17.81
TXN-2023-006321,CUST-203,Enterprise,Milk,357.85,81.45,1.4,114.03,5.0,119.03,33.26
TXN-2023-006322,CUST-203,Enterprise,Fresh,757.3,81.45,1.4,114.03,10.0,124.03,16.38
TXN-2023-006323,CUST-203,Enterprise,Grocery,969.47,81.45,1.4,114.03,-5.0,109.03,11.25
TXN-2023-006324,CUST-203,Enterprise,Fresh,605.62,81.45,1.4,114.03,10.0,124.03,20.48
TXN-2023-006325,CUST-203,Enterprise,Milk,997.6,81.45,1.4,114.03,5.0,119.03,11.93
TXN-2023-006326,CUST-203,Enterprise,Fresh,819.48,81.45,1.4,114.03,10.0,124.03,15.13
TXN-2023-006327,CUST-203,Enterprise,Fresh,864.56,81.45,1.4,114.03,10.0,124.03,14.35
TXN-2023-006328,CUST-203,Enterprise,Frozen,2127.73,81.45,1.4,114.03,0.0,114.03,5.36
TXN-2023-006329,CUST-203,Enterprise,Fresh,3172.21,81.45,1.4,114.03,10.0,124.03,3.91
TXN-2023-006330,CUST-203,Enterprise,Delicatessen,1356.32,81.45,1.4,114.03,8.0,122.03,9.0
TXN-2023-006331,CUST-203,Enterprise,Delicatessen,1262.61,81.45,1.4,114.03,8.0,122.03,9.66
TXN-2023-006332,CUST-203,Enterprise,Delicatessen,1402.74,81.45,1.4,114.03,8.0,122.03,8.7
TXN-2023-006333,CUST-203,Enterprise,Frozen,727.48,81.45,1.4,114.03,0.0,114.03,15.67
TXN-2023-006334,CUST-203,Enterprise,Fresh,1797.27,81.45,1.4,114.03,10.0,124.03,6.9
TXN-2023-006335,CUST-204,SMB,Fresh,90.04,81.45,0.85,69.23,10.0,79.23,87.99
TXN-2023-006336,CUST-204,SMB,Frozen,91.84,81.45,0.85,69.23,0.0,69.23,75.38
TXN-2023-006337,CUST-204,SMB,Grocery,54.83,81.45,0.85,69.23,-5.0,64.23,117.14
TXN-2023-006338,CUST-204,SMB,Milk,91.84,81.45,0.85,69.23,5.0,74.23,80.83
TXN-2023-006339,CUST-204,SMB,Grocery,81.98,81.45,0.85,69.23,-5.0,64.23,78.35
TXN-2023-006340,CUST-204,SMB,DetergentsPaper,87.65,81.45,0.85,69.23,-5.0,64.23,73.28
TXN-2023-006341,CUST-204,SMB,Fresh,59.77,81.45,0.85,69.23,10.0,79.23,132.56
TXN-2023-006342,CUST-204,SMB,DetergentsPaper,83.95,81.45,0.85,69.23,-5.0,64.23,76.51
TXN-2023-006343,CUST-204,SMB,Frozen,93.93,81.45,0.85,69.23,0.0,69.23,73.7
TXN-2023-006344,CUST-204,SMB,Fresh,70.54,81.45,0.85,69.23,10.0,79.23,112.32
TXN-2023-006345,CUST-204,SMB,Milk,96.02,81.45,0.85,69.23,5.0,74.23,77.31
TXN-2023-006346,CUST-204,SMB,Grocery,96.02,81.45,0.85,69.23,-5.0,64.23,66.89
TXN-2023-006347,CUST-204,SMB,DetergentsPaper,96.02,81.45,0.85,69.23,-5.0,64.23,66.89
TXN-2023-006348,CUST-204,SMB,Fresh,62.6,81.45,0.85,69.23,10.0,79.23,126.57
TXN-2023-006349,CUST-204,SMB,DetergentsPaper,107.5,81.45,0.85,69.23,-5.0,64.23,59.75
TXN-2023-006350,CUST-204,SMB,DetergentsPaper,107.5,81.45,0.85,69.23,-5.0,64.23,59.75
TXN-2023-006351,CUST-204,SMB,Grocery,107.5,81.45,0.85,69.23,-5.0,64.23,59.75
TXN-2023-006352,CUST-204,SMB,Frozen,107.5,81.45,0.85,69.23,0.0,69.23,64.4
TXN-2023-006353,CUST-204,SMB,DetergentsPaper,99.75,81.45,0.85,69.23,-5.0,64.23,64.39
TXN-2023-006354,CUST-204,SMB,DetergentsPaper,98.88,81.45,0.85,69.23,-5.0,64.23,64.96
TXN-2023-006355,CUST-204,SMB,Grocery,77.32,81.45,0.85,69.23,-5.0,64.23,83.07
TXN-2023-006356,CUST-204,SMB,Grocery,72.87,81.45,0.85,69.23,-5.0,64.23,88.14
TXN-2023-006357,CUST-204,SMB,DetergentsPaper,98.82,81.45,0.85,69.23,-5.0,64.23,65.0
TXN-2023-006358,CUST-204,SMB,Frozen,112.72,81.45,0.85,69.23,0.0,69.23,61.42
TXN-2023-006359,CUST-204,SMB,Milk,112.72,81.45,0.85,69.23,5.0,74.23,65.85
TXN-2023-006360,CUST-204,SMB,Grocery,130.46,81.45,0.85,69.23,-5.0,64.23,49.23
TXN-2023-006361,CUST-204,SMB,Fresh,130.46,81.45,0.85,69.23,10.0,79.23,60.73
TXN-2023-006362,CUST-204,SMB,Grocery,130.46,81.45,0.85,69.23,-5.0,64.23,49.23
TXN-2023-006363,CUST-204,SMB,Grocery,102.37,81.45,0.85,69.23,-5.0,64.23,62.74
TXN-2023-006364,CUST-204,SMB,Grocery,58.68,81.45,0.85,69.23,-5.0,64.23,109.46
TXN-2023-006365,CUST-204,SMB,Grocery,127.33,81.45,0.85,69.23,-5.0,64.23,50.44
TXN-2023-006366,CUST-204,SMB,DetergentsPaper,99.13,81.45,0.85,69.23,-5.0,64.23,64.79
TXN-2023-006367,CUST-204,SMB,Frozen,120.02,81.45,0.85,69.23,0.0,69.23,57.68
TXN-2023-006368,CUST-204,SMB,Frozen,120.02,81.45,0.85,69.23,0.0,69.23,57.68
TXN-2023-006369,CUST-204,SMB,Fresh,77.45,81.45,0.85,69.23,10.0,79.23,102.3
TXN-2023-006370,CUST-204,SMB,Grocery,91.74,81.45,0.85,69.23,-5.0,64.23,70.01
TXN-2023-006371,CUST-204,SMB,Grocery,110.23,81.45,0.85,69.23,-5.0,64.23,58.27
TXN-2023-006372,CUST-204,SMB,Grocery,125.24,81.45,0.85,69.23,-5.0,64.23,51.29
TXN-2023-006373,CUST-204,SMB,Fresh,86.2,81.45,0.85,69.23,10.0,79.23,91.91
TXN-2023-006374,CUST-204,SMB,DetergentsPaper,64.18,81.45,0.85,69.23,-5.0,64.23,100.08
TXN-2023-006375,CUST-204,SMB,Milk,87.44,81.45,0.85,69.23,5.0,74.23,84.89
TXN-2023-006376,CUST-204,SMB,Grocery,68.31,81.45,0.85,69.23,-5.0,64.23,94.03
TXN-2023-006377,CUST-204,SMB,Milk,65.36,81.45,0.85,69.23,5.0,74.23,113.57
TXN-2023-006378,CUST-204,SMB,DetergentsPaper,120.29,81.45,0.85,69.23,-5.0,64.23,53.4
TXN-2023-006379,CUST-204,SMB,Grocery,140.89,81.45,0.85,69.23,-5.0,64.23,45.59
TXN-2023-006380,CUST-204,SMB,Fresh,140.13,81.45,0.85,69.23,10.0,79.23,56.54
TXN-2023-006381,CUST-204,SMB,Grocery,142.29,81.45,0.85,69.23,-5.0,64.23,45.14
TXN-2023-006382,CUST-204,SMB,Milk,71.24,81.45,0.85,69.23,5.0,74.23,104.2
TXN-2023-006383,CUST-204,SMB,Grocery,146.11,81.45,0.85,69.23,-5.0,64.23,43.96
TXN-2023-006384,CUST-204,SMB,Grocery,108.88,81.45,0.85,69.23,-5.0,64.23,58.99
TXN-2023-006385,CUST-205,SMB,Grocery,186.04,81.45,0.85,69.23,-5.0,64.23,34.52
TXN-2023-006386,CUST-205,SMB,Grocery,182.43,81.45,0.85,69.23,-5.0,64.23,35.21
TXN-2023-006387,CUST-205,SMB,Grocery,108.12,81.45,0.85,69.23,-5.0,64.23,59.41
TXN-2023-006388,CUST-205,SMB,Grocery,496.45,81.45,0.85,69.23,-5.0,64.23,12.94
TXN-2023-006389,CUST-205,SMB,Grocery,364.25,81.45,0.85,69.23,-5.0,64.23,17.63
TXN-2023-006390,CUST-205,SMB,Grocery,236.16,81.45,0.85,69.23,-5.0,64.23,27.2
TXN-2023-006391,CUST-205,SMB,Milk,329.36,81.45,0.85,69.23,5.0,74.23,22.54
TXN-2023-006392,CUST-205,SMB,Grocery,375.31,81.45,0.85,69.23,-5.0,64.23,17.11
TXN-2023-006393,CUST-205,SMB,Delicatessen,338.18,81.45,0.85,69.23,8.0,77.23,22.84
TXN-2023-006394,CUST-205,SMB,Grocery,385.03,81.45,0.85,69.23,-5.0,64.23,16.68
TXN-2023-006395,CUST-205,SMB,Grocery,261.98,81.45,0.85,69.23,-5.0,64.23,24.52
TXN-2023-006396,CUST-205,SMB,Fresh,393.22,81.45,0.85,69.23,10.0,79.23,20.15
TXN-2023-006397,CUST-205,SMB,Frozen,185.36,81.45,0.85,69.23,0.0,69.23,37.35
TXN-2023-006398,CUST-205,SMB,Grocery,275.54,81.45,0.85,69.23,-5.0,64.23,23.31
TXN-2023-006399,CUST-205,SMB,Milk,306.87,81.45,0.85,69.23,5.0,74.23,24.19
TXN-2023-006400,CUST-205,SMB,Grocery,371.89,81.45,0.85,69.23,-5.0,64.23,17.27
TXN-2023-006401,CUST-205,SMB,Fresh,381.83,81.45,0.85,69.23,10.0,79.23,20.75
TXN-2023-006402,CUST-205,SMB,Grocery,275.9,81.45,0.85,69.23,-5.0,64.23,23.28
TXN-2023-006403,CUST-205,SMB,Grocery,689.51,81.45,0.85,69.23,-5.0,64.23,9.32
TXN-2023-006404,CUST-205,SMB,Delicatessen,184.44,81.45,0.85,69.23,8.0,77.23,41.87
TXN-2023-006405,CUST-205,SMB,Grocery,150.87,81.45,0.85,69.23,-5.0,64.23,42.57
TXN-2023-006406,CUST-205,SMB,Fresh,634.35,81.45,0.85,69.23,10.0,79.23,12.49
TXN-2023-006407,CUST-205,SMB,Grocery,478.89,81.45,0.85,69.23,-5.0,64.23,13.41
TXN-2023-006408,CUST-205,SMB,Grocery,296.34,81.45,0.85,69.23,-5.0,64.23,21.67
TXN-2023-006409,CUST-205,SMB,Frozen,256.48,81.45,0.85,69.23,0.0,69.23,26.99
TXN-2023-006410,CUST-205,SMB,Grocery,661.93,81.45,0.85,69.23,-5.0,64.23,9.7
TXN-2023-006411,CUST-205,SMB,Grocery,228.93,81.45,0.85,69.23,-5.0,64.23,28.06
TXN-2023-006412,CUST-205,SMB,Delicatessen,120.15,81.45,0.85,69.23,8.0,77.23,64.28
TXN-2023-006413,CUST-205,SMB,Grocery,366.87,81.45,0.85,69.23,-5.0,64.23,17.51
TXN-2023-006414,CUST-205,SMB,Fresh,198.88,81.45,0.85,69.23,10.0,79.23,39.84
TXN-2023-006415,CUST-205,SMB,Frozen,155.27,81.45,0.85,69.23,0.0,69.23,44.59
TXN-2023-006416,CUST-205,SMB,Grocery,342.5,81.45,0.85,69.23,-5.0,64.23,18.75
TXN-2023-006417,CUST-205,SMB,Milk,569.67,81.45,0.85,69.23,5.0,74.23,13.03
TXN-2023-006418,CUST-206,Mid-Market,DetergentsPaper,3598.18,81.45,1.1,89.59,-5.0,84.59,2.35
TXN-2023-006419,CUST-206,Mid-Market,Grocery,905.81,81.45,1.1,89.59,-5.0,84.59,9.34
TXN-2023-006420,CUST-206,Mid-Market,Grocery,2234.45,81.45,1.1,89.59,-5.0,84.59,3.79
TXN-2023-006421,CUST-206,Mid-Market,DetergentsPaper,1244.24,81.45,1.1,89.59,-5.0,84.59,6.8
TXN-2023-006422,CUST-206,Mid-Market,Grocery,1973.78,81.45,1.1,89.59,-5.0,84.59,4.29
TXN-2023-006423,CUST-206,Mid-Market,Grocery,2903.42,81.45,1.1,89.59,-5.0,84.59,2.91
TXN-2023-006424,CUST-206,Mid-Market,Grocery,5628.53,81.45,1.1,89.59,-5.0,84.59,1.5
TXN-2023-006425,CUST-206,Mid-Market,DetergentsPaper,6619.87,81.45,1.1,89.59,-5.0,84.59,1.28
TXN-2023-006426,CUST-206,Mid-Market,Milk,2958.82,81.45,1.1,89.59,5.0,94.59,3.2
TXN-2023-006427,CUST-206,Mid-Market,Grocery,2107.08,81.45,1.1,89.59,-5.0,84.59,4.01
TXN-2023-006428,CUST-206,Mid-Market,Grocery,2915.57,81.45,1.1,89.59,-5.0,84.59,2.9
TXN-2023-006429,CUST-206,Mid-Market,DetergentsPaper,5033.86,81.45,1.1,89.59,-5.0,84.59,1.68
TXN-2023-006430,CUST-206,Mid-Market,Grocery,4130.5,81.45,1.1,89.59,-5.0,84.59,2.05
TXN-2023-006431,CUST-206,Mid-Market,Fresh,1907.95,81.45,1.1,89.59,10.0,99.59,5.22
TXN-2023-006432,CUST-206,Mid-Market,Grocery,1656.22,81.45,1.1,89.59,-5.0,84.59,5.11
TXN-2023-006433,CUST-206,Mid-Market,Milk,1525.72,81.45,1.1,89.59,5.0,94.59,6.2
TXN-2023-006434,CUST-207,SMB,Fresh,351.82,81.45,0.85,69.23,10.0,79.23,22.52
TXN-2023-006435,CUST-207,SMB,Fresh,425.78,81.45,0.85,69.23,10.0,79.23,18.61
TXN-2023-006436,CUST-207,SMB,Fresh,102.53,81.45,0.85,69.23,10.0,79.23,77.27
TXN-2023-006437,CUST-207,SMB,Grocery,453.26,81.45,0.85,69.23,-5.0,64.23,14.17
TXN-2023-006438,CUST-207,SMB,Fresh,128.75,81.45,0.85,69.23,10.0,79.23,61.54
TXN-2023-006439,CUST-207,SMB,Fresh,338.92,81.45,0.85,69.23,10.0,79.23,23.38
TXN-2023-006440,CUST-207,SMB,Fresh,463.33,81.45,0.85,69.23,10.0,79.23,17.1
