TransactionID,CustomerID,TransactionDate,OrderMonth,OrderDayOfWeek,ProductCategory,TransactionAmount,Quantity,NumberOfLineItems,IsStandardOrder,IsUrgent,CustomerServiceInteractionRequired,OrderIntensityLevel,ServiceCostMultiplier
TXN-2023-006638,CUST-214,2023-06-17,6,Saturday,Fresh,610.3,24,1,True,True,False,Medium,1.3
TXN-2023-006639,CUST-214,2023-07-27,7,Thursday,Fresh,191.98,7,3,False,False,False,Medium,1.5
TXN-2023-006640,CUST-214,2023-07-20,7,Thursday,Fresh,1364.07,54,5,True,False,False,Low,1.0
TXN-2023-006641,CUST-214,2023-07-22,7,Saturday,Grocery,667.21,26,3,True,False,False,Low,1.0
TXN-2023-006642,CUST-214,2023-07-20,7,Thursday,Milk,1676.46,67,2,True,False,True,Medium,1.2
TXN-2023-006643,CUST-214,2023-08-28,8,Monday,DetergentsPaper,1026.2,41,5,False,False,False,Medium,1.5
TXN-2023-006644,CUST-214,2023-08-28,8,Monday,Milk,1152.75,46,1,True,False,False,Low,1.0
TXN-2023-006645,CUST-214,2023-09-26,9,Tuesday,Fresh,652.09,26,2,False,False,False,Medium,1.5
TXN-2023-006646,CUST-214,2023-09-11,9,Monday,Grocery,295.63,11,3,True,False,False,Low,1.0
TXN-2023-006647,CUST-214,2023-10-06,10,Friday,Grocery,540.04,21,5,True,False,False,Low,1.0
TXN-2023-006648,CUST-214,2023-10-02,10,Monday,Fresh,670.61,26,5,True,False,False,Low,1.0
TXN-2023-006649,CUST-214,2023-11-10,11,Friday,Fresh,918.28,36,4,False,False,True,High,1.8
TXN-2023-006650,CUST-214,2023-11-13,11,Monday,Grocery,436.12,17,1,True,False,False,Low,1.0
TXN-2023-006651,CUST-214,2023-12-21,12,Thursday,Grocery,773.15,30,5,True,False,False,Low,1.0
TXN-2023-006652,CUST-214,2023-12-13,12,Wednesday,DetergentsPaper,1010.02,40,4,False,True,False,High,1.8
TXN-2023-006653,CUST-214,2023-12-02,12,Saturday,DetergentsPaper,924.75,36,1,True,False,True,Medium,1.2
TXN-2023-006654,CUST-215,2023-01-13,1,Friday,DetergentsPaper,2097.28,83,3,True,False,True,Medium,1.2
TXN-2023-006655,CUST-215,2023-01-15,1,Sunday,DetergentsPaper,1645.4,65,2,True,False,False,Low,1.0
TXN-2023-006656,CUST-215,2023-02-04,2,Saturday,Milk,885.14,35,4,True,False,True,Medium,1.2
TXN-2023-006657,CUST-215,2023-03-06,3,Monday,Grocery,2055.96,82,3,True,False,False,Low,1.0
TXN-2023-006658,CUST-215,2023-04-14,4,Friday,Grocery,1429.26,57,2,True,False,True,Medium,1.2
TXN-2023-006659,CUST-215,2023-05-13,5,Saturday,Milk,696.94,27,4,True,False,False,Low,1.0
TXN-2023-006660,CUST-215,2023-06-09,6,Friday,Milk,1940.4,77,4,True,False,False,Low,1.0
TXN-2023-006661,CUST-215,2023-06-05,6,Monday,Fresh,2831.64,113,4,True,False,False,Low,1.0
TXN-2023-006662,CUST-215,2023-07-22,7,Saturday,Grocery,880.64,35,3,True,True,False,Medium,1.3
TXN-2023-006663,CUST-215,2023-08-17,8,Thursday,Grocery,1577.65,63,3,True,False,False,Low,1.0
TXN-2023-006664,CUST-215,2023-09-07,9,Thursday,Grocery,1670.54,66,5,True,False,False,Low,1.0
TXN-2023-006665,CUST-215,2023-10-24,10,Tuesday,Grocery,1669.05,66,4,True,False,False,Low,1.0
TXN-2023-006666,CUST-215,2023-10-24,10,Tuesday,Grocery,1905.61,76,2,True,False,False,Low,1.0
TXN-2023-006667,CUST-215,2023-11-10,11,Friday,Fresh,2363.43,94,1,True,False,False,Low,1.0
TXN-2023-006668,CUST-215,2023-11-18,11,Saturday,Delicatessen,999.46,39,2,True,False,False,Low,1.0
TXN-2023-006669,CUST-215,2023-12-25,12,Monday,Frozen,2041.46,81,1,True,False,False,Low,1.0
TXN-2023-006670,CUST-215,2023-12-10,12,Sunday,DetergentsPaper,1248.16,49,3,True,False,False,Low,1.0
TXN-2023-006671,CUST-216,2023-01-06,1,Friday,Grocery,882.78,35,2,True,False,True,Medium,1.2
TXN-2023-006672,CUST-216,2023-01-06,1,Friday,Grocery,458.33,18,2,True,False,False,Low,1.0
TXN-2023-006673,CUST-216,2023-01-27,1,Friday,DetergentsPaper,1012.12,40,5,False,False,False,Medium,1.5
TXN-2023-006674,CUST-216,2023-02-01,2,Wednesday,Milk,756.05,30,2,False,True,False,High,1.8
TXN-2023-006675,CUST-216,2023-02-12,2,Sunday,Grocery,612.6,24,2,False,False,False,Medium,1.5
TXN-2023-006676,CUST-216,2023-02-04,2,Saturday,Milk,841.82,33,1,True,False,False,Low,1.0
TXN-2023-006677,CUST-216,2023-03-07,3,Tuesday,Grocery,462.99,18,3,False,False,False,Medium,1.5
TXN-2023-006678,CUST-216,2023-03-28,3,Tuesday,DetergentsPaper,671.39,26,1,True,False,False,Low,1.0
TXN-2023-006679,CUST-216,2023-03-09,3,Thursday,Milk,976.59,39,4,False,False,True,High,1.8
TXN-2023-006680,CUST-216,2023-04-05,4,Wednesday,Milk,746.91,29,1,True,False,False,Low,1.0
TXN-2023-006681,CUST-216,2023-04-27,4,Thursday,DetergentsPaper,542.58,21,3,False,False,False,Medium,1.5
TXN-2023-006682,CUST-216,2023-04-10,4,Monday,Milk,642.15,25,4,True,False,False,Low,1.0
TXN-2023-006683,CUST-216,2023-05-09,5,Tuesday,Grocery,567.83,22,1,False,True,False,High,1.8
TXN-2023-006684,CUST-216,2023-05-05,5,Friday,Grocery,1560.17,62,1,True,False,False,Low,1.0
TXN-2023-006685,CUST-216,2023-05-09,5,Tuesday,Fresh,1345.88,53,4,False,False,False,Medium,1.5
TXN-2023-006686,CUST-216,2023-05-10,5,Wednesday,Grocery,880.77,35,4,True,False,False,Low,1.0
TXN-2023-006687,CUST-216,2023-06-26,6,Monday,Delicatessen,1082.07,43,3,True,False,False,Low,1.0
TXN-2023-006688,CUST-216,2023-06-28,6,Wednesday,DetergentsPaper,786.58,31,5,True,False,False,Low,1.0
TXN-2023-006689,CUST-216,2023-06-28,6,Wednesday,Milk,924.1,36,2,True,False,False,Low,1.0
TXN-2023-006690,CUST-216,2023-07-23,7,Sunday,Milk,1332.98,53,5,True,False,False,Low,1.0
TXN-2023-006691,CUST-216,2023-07-18,7,Tuesday,Grocery,465.99,18,1,True,False,False,Low,1.0
TXN-2023-006692,CUST-216,2023-07-22,7,Saturday,Fresh,1307.1,52,1,False,False,False,Medium,1.5
TXN-2023-006693,CUST-216,2023-07-17,7,Monday,Grocery,546.4,21,2,False,False,False,Medium,1.5
TXN-2023-006694,CUST-216,2023-08-22,8,Tuesday,Grocery,735.59,29,4,True,False,False,Low,1.0
TXN-2023-006695,CUST-216,2023-08-03,8,Thursday,Milk,590.43,23,5,False,False,False,Medium,1.5
TXN-2023-006696,CUST-216,2023-08-10,8,Thursday,Grocery,1629.33,65,4,True,True,False,Medium,1.3
TXN-2023-006697,CUST-216,2023-08-13,8,Sunday,Milk,934.49,37,2,False,False,True,High,1.8
TXN-2023-006698,CUST-216,2023-09-23,9,Saturday,Grocery,418.03,16,1,False,False,False,Medium,1.5
TXN-2023-006699,CUST-216,2023-09-14,9,Thursday,DetergentsPaper,522.13,20,5,True,False,False,Low,1.0
TXN-2023-006700,CUST-216,2023-09-07,9,Thursday,DetergentsPaper,1094.82,43,2,True,True,False,Medium,1.3
TXN-2023-006701,CUST-216,2023-09-16,9,Saturday,DetergentsPaper,361.45,14,2,True,False,False,Low,1.0
TXN-2023-006702,CUST-216,2023-09-15,9,Friday,Grocery,1127.28,45,1,True,False,False,Low,1.0
TXN-2023-006703,CUST-216,2023-10-19,10,Thursday,Milk,1908.13,76,4,True,False,False,Low,1.0
TXN-2023-006704,CUST-216,2023-10-28,10,Saturday,Delicatessen,685.78,27,4,False,False,False,Medium,1.5
TXN-2023-006705,CUST-216,2023-10-07,10,Saturday,DetergentsPaper,726.6,29,2,True,False,False,Low,1.0
TXN-2023-006706,CUST-216,2023-11-07,11,Tuesday,Grocery,1301.81,52,3,True,False,False,Low,1.0
TXN-2023-006707,CUST-216,2023-11-01,11,Wednesday,Grocery,1356.1,54,1,True,True,True,High,1.56
TXN-2023-006708,CUST-216,2023-11-12,11,Sunday,DetergentsPaper,890.59,35,2,True,False,False,Low,1.0
TXN-2023-006709,CUST-216,2023-12-07,12,Thursday,Fresh,1733.32,69,2,True,False,False,Low,1.0
TXN-2023-006710,CUST-216,2023-12-08,12,Friday,Delicatessen,1267.58,50,5,True,False,False,Low,1.0
TXN-2023-006711,CUST-216,2023-12-06,12,Wednesday,Grocery,1172.46,46,4,True,False,False,Low,1.0
TXN-2023-006712,CUST-216,2023-12-09,12,Saturday,Milk,836.89,33,3,True,False,False,Low,1.0
TXN-2023-006713,CUST-217,2023-01-03,1,Tuesday,Grocery,3193.35,127,4,True,False,False,Low,1.0
TXN-2023-006714,CUST-217,2023-02-19,2,Sunday,DetergentsPaper,5101.52,204,1,True,False,False,Low,1.0
TXN-2023-006715,CUST-217,2023-02-18,2,Saturday,DetergentsPaper,4843.06,193,4,True,False,False,Low,1.0
TXN-2023-006716,CUST-217,2023-03-08,3,Wednesday,Grocery,3493.36,139,1,True,False,False,Low,1.0
TXN-2023-006717,CUST-217,2023-03-20,3,Monday,DetergentsPaper,6608.06,264,2,True,False,False,Low,1.0
TXN-2023-006718,CUST-217,2023-04-17,4,Monday,Grocery,3611.23,144,4,True,False,False,Low,1.0
TXN-2023-006719,CUST-217,2023-05-28,5,Sunday,Grocery,4734.83,189,4,True,False,False,Low,1.0
TXN-2023-006720,CUST-217,2023-06-20,6,Tuesday,Milk,7088.21,283,2,True,False,True,Medium,1.2
TXN-2023-006721,CUST-217,2023-07-18,7,Tuesday,Grocery,8681.52,347,1,True,False,False,Low,1.0
TXN-2023-006722,CUST-217,2023-08-10,8,Thursday,Grocery,3965.33,158,3,True,False,False,Low,1.0
TXN-2023-006723,CUST-217,2023-09-02,9,Saturday,Milk,2762.7,110,5,False,False,False,Medium,1.5
TXN-2023-006724,CUST-217,2023-10-05,10,Thursday,Grocery,3708.4,148,2,True,True,False,Medium,1.3
TXN-2023-006725,CUST-217,2023-11-23,11,Thursday,Delicatessen,5533.58,221,3,True,False,False,Low,1.0
TXN-2023-006726,CUST-217,2023-12-08,12,Friday,DetergentsPaper,4530.09,181,3,True,False,False,Low,1.0
TXN-2023-006727,CUST-217,2023-12-10,12,Sunday,Grocery,1922.75,76,4,True,False,False,Low,1.0
TXN-2023-006728,CUST-218,2023-01-02,1,Monday,Fresh,725.98,29,2,True,False,False,Low,1.0
TXN-2023-006729,CUST-218,2023-01-16,1,Monday,Milk,400.95,16,1,True,False,False,Low,1.0
TXN-2023-006730,CUST-218,2023-01-10,1,Tuesday,Fresh,409.12,16,4,True,False,False,Low,1.0
TXN-2023-006731,CUST-218,2023-01-27,1,Friday,Fresh,243.84,9,5,True,False,False,Low,1.0
TXN-2023-006732,CUST-218,2023-02-04,2,Saturday,Fresh,689.08,27,3,False,False,False,Medium,1.5
TXN-2023-006733,CUST-218,2023-02-08,2,Wednesday,Fresh,622.12,24,3,True,False,True,Medium,1.2
TXN-2023-006734,CUST-218,2023-02-12,2,Sunday,Fresh,825.32,33,5,False,True,False,High,1.8
TXN-2023-006735,CUST-218,2023-02-12,2,Sunday,Fresh,189.72,7,3,True,False,False,Low,1.0
TXN-2023-006736,CUST-218,2023-03-12,3,Sunday,Fresh,471.35,18,1,False,False,False,Medium,1.5
TXN-2023-006737,CUST-218,2023-03-15,3,Wednesday,Fresh,458.31,18,3,False,False,False,Medium,1.5
TXN-2023-006738,CUST-218,2023-03-14,3,Tuesday,Grocery,250.46,10,1,False,False,False,Medium,1.5
TXN-2023-006739,CUST-218,2023-03-28,3,Tuesday,Milk,167.61,6,1,False,True,False,High,1.8
TXN-2023-006740,CUST-218,2023-03-27,3,Monday,Fresh,568.77,22,2,False,False,False,Medium,1.5
TXN-2023-006741,CUST-218,2023-04-01,4,Saturday,Delicatessen,500.12,20,1,False,False,False,Medium,1.5
TXN-2023-006742,CUST-218,2023-04-19,4,Wednesday,Fresh,630.72,25,1,False,False,False,Medium,1.5
TXN-2023-006743,CUST-218,2023-04-15,4,Saturday,Fresh,1027.9,41,2,True,False,False,Low,1.0
TXN-2023-006744,CUST-218,2023-04-19,4,Wednesday,Fresh,289.27,11,3,True,False,False,Low,1.0
TXN-2023-006745,CUST-218,2023-04-11,4,Tuesday,Grocery,478.67,19,5,True,False,False,Low,1.0
TXN-2023-006746,CUST-218,2023-05-12,5,Friday,Fresh,325.96,13,3,False,False,False,Medium,1.5
TXN-2023-006747,CUST-218,2023-05-25,5,Thursday,Fresh,648.11,25,5,False,False,True,High,1.8
TXN-2023-006748,CUST-218,2023-05-24,5,Wednesday,Fresh,476.32,19,3,True,False,False,Low,1.0
TXN-2023-006749,CUST-218,2023-06-16,6,Friday,Fresh,470.71,18,4,True,False,False,Low,1.0
TXN-2023-006750,CUST-218,2023-06-22,6,Thursday,Fresh,1433.1,57,5,False,False,False,Medium,1.5
TXN-2023-006751,CUST-218,2023-06-05,6,Monday,Fresh,410.96,16,4,True,False,True,Medium,1.2
TXN-2023-006752,CUST-218,2023-06-03,6,Saturday,Fresh,472.41,18,5,False,False,True,High,1.8
TXN-2023-006753,CUST-218,2023-06-27,6,Tuesday,Fresh,677.69,27,4,True,False,False,Low,1.0
TXN-2023-006754,CUST-218,2023-07-04,7,Tuesday,Fresh,337.47,13,1,False,False,False,Medium,1.5
TXN-2023-006755,CUST-218,2023-07-02,7,Sunday,Frozen,518.62,20,2,True,False,False,Low,1.0
TXN-2023-006756,CUST-218,2023-07-15,7,Saturday,Milk,629.39,25,4,True,True,False,Medium,1.3
TXN-2023-006757,CUST-218,2023-07-24,7,Monday,Delicatessen,697.58,27,1,False,False,False,Medium,1.5
TXN-2023-006758,CUST-218,2023-08-01,8,Tuesday,Fresh,245.8,9,5,False,True,True,High,1.8
TXN-2023-006759,CUST-218,2023-08-23,8,Wednesday,Grocery,214.75,8,5,False,True,True,High,1.8
TXN-2023-006760,CUST-218,2023-08-20,8,Sunday,Milk,1433.7,57,4,False,False,False,Medium,1.5
TXN-2023-006761,CUST-218,2023-08-08,8,Tuesday,Fresh,554.23,22,2,True,False,False,Low,1.0
TXN-2023-006762,CUST-218,2023-08-13,8,Sunday,Milk,610.71,24,4,True,False,False,Low,1.0
TXN-2023-006763,CUST-218,2023-09-06,9,Wednesday,Frozen,657.54,26,3,True,False,False,Low,1.0
TXN-2023-006764,CUST-218,2023-09-26,9,Tuesday,Milk,448.62,17,1,True,False,False,Low,1.0
TXN-2023-006765,CUST-218,2023-09-19,9,Tuesday,Fresh,467.43,18,4,True,False,False,Low,1.0
TXN-2023-006766,CUST-218,2023-10-14,10,Saturday,Fresh,604.29,24,5,True,False,False,Low,1.0
TXN-2023-006767,CUST-218,2023-10-11,10,Wednesday,Fresh,259.51,10,3,True,False,False,Low,1.0
TXN-2023-006768,CUST-218,2023-10-04,10,Wednesday,Fresh,301.55,12,3,False,False,True,High,1.8
TXN-2023-006769,CUST-218,2023-11-21,11,Tuesday,Fresh,498.95,19,4,True,False,False,Low,1.0
TXN-2023-006770,CUST-218,2023-11-28,11,Tuesday,Fresh,777.41,31,2,True,False,False,Low,1.0
TXN-2023-006771,CUST-218,2023-11-05,11,Sunday,Fresh,353.12,14,2,False,False,False,Medium,1.5
TXN-2023-006772,CUST-218,2023-11-03,11,Friday,Fresh,176.35,7,5,False,False,False,Medium,1.5
TXN-2023-006773,CUST-218,2023-12-22,12,Friday,Fresh,479.51,19,5,False,False,True,High,1.8
TXN-2023-006774,CUST-218,2023-12-23,12,Saturday,Fresh,963.49,38,5,False,False,False,Medium,1.5
TXN-2023-006775,CUST-218,2023-12-09,12,Saturday,Grocery,290.37,11,1,False,False,False,Medium,1.5
TXN-2023-006776,CUST-219,2023-01-03,1,Tuesday,Grocery,2061.6,82,5,True,False,False,Low,1.0
TXN-2023-006777,CUST-219,2023-02-24,2,Friday,Milk,3918.36,156,3,False,False,False,Medium,1.5
TXN-2023-006778,CUST-219,2023-03-14,3,Tuesday,Grocery,3307.24,132,5,True,False,False,Low,1.0
TXN-2023-006779,CUST-219,2023-04-17,4,Monday,Grocery,998.95,39,3,True,False,False,Low,1.0
TXN-2023-006780,CUST-219,2023-04-20,4,Thursday,Delicatessen,921.91,36,4,False,False,False,Medium,1.5
TXN-2023-006781,CUST-219,2023-05-07,5,Sunday,Delicatessen,2480.61,99,4,False,False,False,Medium,1.5
TXN-2023-006782,CUST-219,2023-06-01,6,Thursday,Delicatessen,5137.84,205,3,True,False,False,Low,1.0
TXN-2023-006783,CUST-219,2023-07-25,7,Tuesday,Grocery,1991.75,79,3,True,False,False,Low,1.0
TXN-2023-006784,CUST-219,2023-07-09,7,Sunday,Grocery,1687.27,67,4,True,False,False,Low,1.0
TXN-2023-006785,CUST-219,2023-08-04,8,Friday,Milk,1747.97,69,3,True,False,False,Low,1.0
TXN-2023-006786,CUST-219,2023-09-21,9,Thursday,Grocery,1824.17,72,5,False,False,False,Medium,1.5
TXN-2023-006787,CUST-219,2023-10-15,10,Sunday,Delicatessen,1550.16,62,4,True,False,False,Low,1.0
TXN-2023-006788,CUST-219,2023-11-06,11,Monday,Grocery,1242.24,49,4,True,False,False,Low,1.0
TXN-2023-006789,CUST-219,2023-12-28,12,Thursday,Grocery,3057.41,122,2,True,False,False,Low,1.0
TXN-2023-006790,CUST-219,2023-12-02,12,Saturday,Grocery,3253.53,130,1,True,False,False,Low,1.0
TXN-2023-006791,CUST-220,2023-01-27,1,Friday,Grocery,124.91,4,5,True,False,False,Low,1.0
TXN-2023-006792,CUST-220,2023-01-14,1,Saturday,Fresh,111.6,4,4,True,False,False,Low,1.0
TXN-2023-006793,CUST-220,2023-01-22,1,Sunday,Fresh,261.95,10,2,False,False,False,Medium,1.5
TXN-2023-006794,CUST-220,2023-02-28,2,Tuesday,Frozen,168.21,6,1,False,False,False,Medium,1.5
TXN-2023-006795,CUST-220,2023-02-13,2,Monday,Grocery,160.15,6,3,False,False,False,Medium,1.5
TXN-2023-006796,CUST-220,2023-02-08,2,Wednesday,Fresh,160.43,6,4,False,False,False,Medium,1.5
TXN-2023-006797,CUST-220,2023-02-04,2,Saturday,Frozen,223.5,8,1,True,False,False,Low,1.0
TXN-2023-006798,CUST-220,2023-02-05,2,Sunday,Fresh,226.05,9,1,True,False,False,Low,1.0
TXN-2023-006799,CUST-220,2023-03-24,3,Friday,Fresh,273.86,10,4,True,False,False,Low,1.0
TXN-2023-006800,CUST-220,2023-03-23,3,Thursday,Fresh,273.86,10,5,False,False,False,Medium,1.5
TXN-2023-006801,CUST-220,2023-03-11,3,Saturday,Fresh,117.38,4,3,True,False,False,Low,1.0
TXN-2023-006802,CUST-220,2023-04-08,4,Saturday,Frozen,127.38,5,3,False,False,False,Medium,1.5
TXN-2023-006803,CUST-220,2023-04-10,4,Monday,Frozen,145.82,5,2,True,False,False,Low,1.0
TXN-2023-006804,CUST-220,2023-04-03,4,Monday,Frozen,137.92,5,2,True,False,False,Low,1.0
TXN-2023-006805,CUST-220,2023-05-01,5,Monday,Grocery,206.02,8,1,True,False,False,Low,1.0
TXN-2023-006806,CUST-220,2023-05-27,5,Saturday,Frozen,219.91,8,3,True,False,False,Low,1.0
TXN-2023-006807,CUST-220,2023-05-21,5,Sunday,Frozen,261.57,10,3,True,False,False,Low,1.0
TXN-2023-006808,CUST-220,2023-06-26,6,Monday,Fresh,181.41,7,3,False,False,False,Medium,1.5
TXN-2023-006809,CUST-220,2023-06-27,6,Tuesday,Fresh,237.21,9,2,True,False,False,Low,1.0
TXN-2023-006810,CUST-220,2023-06-18,6,Sunday,Fresh,191.21,7,1,True,True,False,Medium,1.3
TXN-2023-006811,CUST-220,2023-07-14,7,Friday,Frozen,131.1,5,1,False,False,False,Medium,1.5
TXN-2023-006812,CUST-220,2023-07-16,7,Sunday,Fresh,140.91,5,2,False,False,False,Medium,1.5
TXN-2023-006813,CUST-220,2023-07-23,7,Sunday,Frozen,107.1,4,1,False,False,False,Medium,1.5
TXN-2023-006814,CUST-220,2023-07-02,7,Sunday,Frozen,179.6,7,5,False,True,False,High,1.8
TXN-2023-006815,CUST-220,2023-07-03,7,Monday,Frozen,214.49,8,1,True,False,False,Low,1.0
TXN-2023-006816,CUST-220,2023-08-22,8,Tuesday,Fresh,224.76,8,1,True,False,True,Medium,1.2
TXN-2023-006817,CUST-220,2023-08-05,8,Saturday,Fresh,214.79,8,1,True,False,False,Low,1.0
TXN-2023-006818,CUST-220,2023-08-14,8,Monday,Fresh,131.51,5,2,True,False,False,Low,1.0
TXN-2023-006819,CUST-220,2023-09-14,9,Thursday,Fresh,212.24,8,5,True,False,False,Low,1.0
TXN-2023-006820,CUST-220,2023-09-16,9,Saturday,Milk,164.3,6,3,False,False,False,Medium,1.5
TXN-2023-006821,CUST-220,2023-09-09,9,Saturday,Milk,199.29,7,3,True,False,False,Low,1.0
TXN-2023-006822,CUST-220,2023-09-16,9,Saturday,Frozen,152.36,6,4,True,False,True,Medium,1.2
TXN-2023-006823,CUST-220,2023-09-05,9,Tuesday,Fresh,161.91,6,3,True,False,False,Low,1.0
TXN-2023-006824,CUST-220,2023-10-16,10,Monday,Fresh,357.2,14,3,True,False,False,Low,1.0
TXN-2023-006825,CUST-220,2023-10-16,10,Monday,Frozen,65.24,2,4,True,True,False,Medium,1.3
TXN-2023-006826,CUST-220,2023-10-12,10,Thursday,Fresh,260.01,10,3,True,False,False,Low,1.0
TXN-2023-006827,CUST-220,2023-10-16,10,Monday,Frozen,140.81,5,2,False,True,True,High,1.8
TXN-2023-006828,CUST-220,2023-11-16,11,Thursday,Fresh,126.63,5,4,True,False,False,Low,1.0
TXN-2023-006829,CUST-220,2023-11-21,11,Tuesday,Frozen,279.68,11,5,False,False,False,Medium,1.5
TXN-2023-006830,CUST-220,2023-11-16,11,Thursday,Fresh,129.0,5,4,False,False,False,Medium,1.5
TXN-2023-006831,CUST-220,2023-11-19,11,Sunday,Frozen,189.91,7,1,False,False,False,Medium,1.5
TXN-2023-006832,CUST-220,2023-12-17,12,Sunday,Frozen,106.74,4,1,False,False,False,Medium,1.5
TXN-2023-006833,CUST-220,2023-12-26,12,Tuesday,Frozen,416.74,16,4,True,False,False,Low,1.0
TXN-2023-006834,CUST-220,2023-12-25,12,Monday,Grocery,91.83,3,4,False,False,False,Medium,1.5
TXN-2023-006835,CUST-220,2023-12-03,12,Sunday,Milk,225.56,9,3,True,False,False,Low,1.0
TXN-2023-006836,CUST-221,2023-01-21,1,Saturday,Fresh,158.89,6,1,True,True,False,Medium,1.3
TXN-2023-006837,CUST-221,2023-01-22,1,Sunday,Fresh,193.82,7,2,False,False,False,Medium,1.5
TXN-2023-006838,CUST-221,2023-01-16,1,Monday,Fresh,196.78,7,5,True,False,False,Low,1.0
TXN-2023-006839,CUST-221,2023-01-25,1,Wednesday,Fresh,180.79,7,4,True,False,False,Low,1.0
TXN-2023-006840,CUST-221,2023-02-19,2,Sunday,Fresh,1238.02,49,3,False,False,False,Medium,1.5
TXN-2023-006841,CUST-221,2023-02-23,2,Thursday,Grocery,128.17,5,4,True,False,False,Low,1.0
TXN-2023-006842,CUST-221,2023-02-01,2,Wednesday,Fresh,737.53,29,3,True,False,True,Medium,1.2
TXN-2023-006843,CUST-221,2023-02-24,2,Friday,Delicatessen,554.54,22,5,True,False,False,Low,1.0
TXN-2023-006844,CUST-221,2023-03-20,3,Monday,Fresh,205.5,8,1,True,True,False,Medium,1.3
TXN-2023-006845,CUST-221,2023-03-22,3,Wednesday,Fresh,480.51,19,4,True,False,False,Low,1.0
TXN-2023-006846,CUST-221,2023-03-06,3,Monday,Fresh,1076.99,43,4,False,False,False,Medium,1.5
TXN-2023-006847,CUST-221,2023-04-11,4,Tuesday,Milk,343.04,13,1,False,True,False,High,1.8
TXN-2023-006848,CUST-221,2023-04-20,4,Thursday,Delicatessen,369.11,14,1,False,False,False,Medium,1.5
TXN-2023-006849,CUST-221,2023-04-28,4,Friday,Fresh,394.72,15,4,True,False,True,Medium,1.2
TXN-2023-006850,CUST-221,2023-04-18,4,Tuesday,Fresh,1080.04,43,5,False,True,False,High,1.8
TXN-2023-006851,CUST-221,2023-05-15,5,Monday,Fresh,597.51,23,1,False,True,False,High,1.8
TXN-2023-006852,CUST-221,2023-05-06,5,Saturday,Frozen,393.19,15,1,True,True,False,Medium,1.3
TXN-2023-006853,CUST-221,2023-05-19,5,Friday,Fresh,312.82,12,3,True,False,False,Low,1.0
TXN-2023-006854,CUST-221,2023-06-27,6,Tuesday,Fresh,701.35,28,3,True,False,False,Low,1.0
TXN-2023-006855,CUST-221,2023-06-08,6,Thursday,Fresh,264.89,10,4,False,False,False,Medium,1.5
TXN-2023-006856,CUST-221,2023-06-02,6,Friday,Fresh,411.69,16,3,True,False,False,Low,1.0
TXN-2023-006857,CUST-221,2023-06-15,6,Thursday,Fresh,572.25,22,2,True,False,False,Low,1.0
TXN-2023-006858,CUST-221,2023-06-25,6,Sunday,Fresh,196.61,7,5,True,False,False,Low,1.0
TXN-2023-006859,CUST-221,2023-07-22,7,Saturday,Fresh,433.82,17,2,True,False,False,Low,1.0
TXN-2023-006860,CUST-221,2023-07-18,7,Tuesday,Fresh,386.96,15,2,False,False,False,Medium,1.5
TXN-2023-006861,CUST-221,2023-07-07,7,Friday,Milk,312.81,12,1,True,False,False,Low,1.0
TXN-2023-006862,CUST-221,2023-07-18,7,Tuesday,Fresh,132.46,5,4,True,False,False,Low,1.0
TXN-2023-006863,CUST-221,2023-07-09,7,Sunday,Frozen,490.74,19,5,False,True,True,High,1.8
TXN-2023-006864,CUST-221,2023-08-12,8,Saturday,Fresh,604.42,24,5,True,False,False,Low,1.0
TXN-2023-006865,CUST-221,2023-08-01,8,Tuesday,Frozen,467.18,18,4,False,False,False,Medium,1.5
TXN-2023-006866,CUST-221,2023-08-23,8,Wednesday,Delicatessen,373.95,14,1,True,True,False,Medium,1.3
TXN-2023-006867,CUST-221,2023-08-07,8,Monday,Grocery,324.35,12,2,True,False,False,Low,1.0
TXN-2023-006868,CUST-221,2023-09-23,9,Saturday,Fresh,442.78,17,3,True,False,False,Low,1.0
TXN-2023-006869,CUST-221,2023-09-07,9,Thursday,Delicatessen,416.78,16,1,True,False,False,Low,1.0
TXN-2023-006870,CUST-221,2023-09-27,9,Wednesday,Fresh,250.59,10,5,True,False,False,Low,1.0
TXN-2023-006871,CUST-221,2023-10-02,10,Monday,Fresh,345.52,13,5,True,False,False,Low,1.0
TXN-2023-006872,CUST-221,2023-10-19,10,Thursday,Grocery,796.89,31,4,False,False,False,Medium,1.5
TXN-2023-006873,CUST-221,2023-10-19,10,Thursday,Fresh,456.17,18,1,False,False,False,Medium,1.5
TXN-2023-006874,CUST-221,2023-11-18,11,Saturday,Fresh,300.25,12,4,True,False,False,Low,1.0
TXN-2023-006875,CUST-221,2023-11-27,11,Monday,Milk,315.82,12,1,True,True,False,Medium,1.3
TXN-2023-006876,CUST-221,2023-11-27,11,Monday,Fresh,149.93,5,1,False,False,False,Medium,1.5
TXN-2023-006877,CUST-221,2023-12-05,12,Tuesday,Fresh,706.75,28,2,False,False,False,Medium,1.5
TXN-2023-006878,CUST-221,2023-12-02,12,Saturday,Fresh,111.14,4,4,True,False,False,Low,1.0
TXN-2023-006879,CUST-221,2023-12-21,12,Thursday,Milk,515.84,20,2,True,False,False,Low,1.0
TXN-2023-006880,CUST-221,2023-12-14,12,Thursday,Fresh,482.06,19,2,True,False,False,Low,1.0
TXN-2023-006881,CUST-222,2023-01-21,1,Saturday,DetergentsPaper,383.43,15,4,True,False,False,Low,1.0
