TransactionID,CustomerID,ProductCategory,OrderIntensity,IsCustomOrder,Quantity,NumberOfLineItems,OrderWeight_kg,TransactionAmount_EUR,PickPackCost_EUR,ReceivingCost_EUR,PutawayCost_EUR,StorageCost_EUR,IndirectLaborCost_EUR,InboundTransportCost_EUR,ShrinkageCost_EUR,ReturnsCost_EUR,EquipmentTechCost_EUR,ColdChainMultiplier,ServiceCostMultiplier,TotalWarehouseOperationsCost_EUR,CostPerUnit_EUR
TXN-2023-008500,CUST-263,Fresh,Medium,False,32,4,84.63,807.14,30.0,5.0,20.8,38.08,8.37,10.0,40.36,24.21,5.11,1.5,1.5,409.35,12.79
TXN-2023-008501,CUST-263,Fresh,Medium,False,33,5,87.27,841.64,37.5,5.0,21.45,39.27,9.59,10.0,42.08,25.25,5.64,1.5,1.5,440.52,13.35
TXN-2023-008502,CUST-263,Fresh,High,False,21,1,55.54,542.34,7.5,5.0,13.65,33.32,3.92,10.0,27.12,16.27,3.17,1.5,1.8,323.87,15.42
TXN-2023-008503,CUST-263,Frozen,Medium,False,20,5,31.16,504.29,32.5,5.0,13.0,18.7,7.57,10.0,10.09,10.09,3.84,1.0,1.3,144.02,7.2
TXN-2023-008504,CUST-263,Fresh,Medium,False,32,4,84.63,818.89,30.0,5.0,20.8,38.08,8.37,10.0,40.94,24.57,5.11,1.5,1.3,356.61,11.14
TXN-2023-008505,CUST-263,Fresh,Medium,False,6,1,15.87,158.43,7.5,5.0,3.9,7.14,2.46,10.0,7.92,4.75,1.3,1.5,1.5,112.44,18.74
TXN-2023-008506,CUST-263,Fresh,Low,False,5,3,13.22,147.12,22.5,5.0,3.25,3.97,4.61,10.0,7.36,4.41,1.97,1.5,1.0,94.6,18.92
TXN-2023-008507,CUST-263,Fresh,Low,False,27,5,71.4,696.8,37.5,5.0,17.55,21.42,9.01,10.0,34.84,20.9,4.52,1.5,1.0,241.12,8.93
TXN-2023-008508,CUST-263,Fresh,Medium,False,47,1,124.29,1179.62,7.5,5.0,30.55,55.93,6.46,10.0,58.98,35.39,5.27,1.5,1.5,483.93,10.3
TXN-2023-008509,CUST-263,Fresh,Low,False,11,2,29.09,288.44,15.0,5.0,7.15,8.73,4.07,10.0,14.42,8.65,2.0,1.5,1.0,112.53,10.23
TXN-2023-008510,CUST-263,Fresh,Low,False,10,2,26.45,261.98,15.0,5.0,6.5,7.93,3.97,10.0,13.1,7.86,1.92,1.5,1.0,106.93,10.69
TXN-2023-008511,CUST-263,Fresh,Medium,False,26,4,68.76,674.82,30.0,5.0,16.9,30.94,7.79,10.0,33.74,20.24,4.53,1.5,1.2,286.46,11.02
TXN-2023-008512,CUST-263,Fresh,High,False,29,5,76.69,743.76,37.5,5.0,18.85,46.02,9.2,10.0,37.19,22.31,5.83,1.5,1.8,518.12,17.87
TXN-2023-008513,CUST-263,Fresh,Low,False,12,1,31.73,313.42,7.5,5.0,7.8,9.52,3.04,10.0,15.67,9.4,1.64,1.5,1.0,104.37,8.7
TXN-2023-008514,CUST-263,Fresh,Low,False,16,4,42.31,414.77,30.0,5.0,10.4,12.69,6.81,10.0,20.74,12.44,3.25,1.5,1.0,167.0,10.44
TXN-2023-008515,CUST-263,Fresh,Medium,False,47,2,124.29,1196.22,15.0,5.0,30.55,55.93,7.58,10.0,59.81,35.89,5.7,1.5,1.5,507.3,10.79
TXN-2023-008516,CUST-263,Fresh,Low,False,20,5,52.89,513.91,37.5,5.0,13.0,15.87,8.32,10.0,25.7,15.42,3.98,1.5,1.0,202.18,10.11
TXN-2023-008517,CUST-263,Fresh,Low,False,19,1,50.25,477.69,7.5,5.0,12.35,15.07,3.73,10.0,23.88,14.33,2.18,1.5,1.0,141.07,7.42
TXN-2023-008518,CUST-263,Fresh,Low,False,32,2,84.63,805.43,15.0,5.0,20.8,25.39,6.12,10.0,40.27,24.16,3.62,1.5,1.0,225.54,7.05
TXN-2023-008519,CUST-263,Milk,Low,False,11,4,9.65,283.99,26.0,5.0,7.15,3.38,5.72,10.0,8.52,5.68,2.36,1.5,1.0,110.72,10.07
TXN-2023-008520,CUST-263,Fresh,Low,False,22,1,58.18,567.4,7.5,5.0,14.3,17.45,4.02,10.0,28.37,17.02,2.41,1.5,1.0,159.12,7.23
TXN-2023-008521,CUST-263,Delicatessen,Low,False,29,1,17.79,727.65,7.0,5.0,18.85,5.69,4.63,10.0,58.21,36.38,2.06,1.5,1.0,221.74,7.65
TXN-2023-008522,CUST-263,Fresh,Medium,False,9,2,23.8,233.9,15.0,5.0,5.85,10.71,3.88,10.0,11.7,7.02,2.02,1.5,1.5,160.14,17.79
TXN-2023-008523,CUST-263,Fresh,Medium,False,23,2,60.82,584.49,15.0,5.0,14.95,27.37,5.24,10.0,29.22,17.53,3.38,1.5,1.5,287.33,12.49
TXN-2023-008524,CUST-263,Fresh,Low,False,26,3,68.76,662.0,22.5,5.0,16.9,20.63,6.66,10.0,33.1,19.86,3.58,1.5,1.0,207.35,7.97
TXN-2023-008525,CUST-263,Delicatessen,Medium,False,24,2,14.72,608.75,14.0,5.0,15.6,7.07,5.19,10.0,48.7,30.44,2.34,1.5,1.5,311.26,12.97
TXN-2023-008526,CUST-263,Fresh,Medium,False,18,3,47.6,453.97,22.5,5.0,11.7,21.42,5.88,10.0,22.7,13.62,3.33,1.5,1.3,226.48,12.58
TXN-2023-008527,CUST-263,Fresh,Medium,False,12,2,31.73,317.39,15.0,5.0,7.8,14.28,4.17,10.0,15.87,9.52,2.31,1.5,1.5,188.9,15.74
TXN-2023-008528,CUST-263,Fresh,Low,False,32,3,84.63,821.14,22.5,5.0,20.8,25.39,7.24,10.0,41.06,24.63,4.05,1.5,1.0,241.01,7.53
TXN-2023-008529,CUST-263,Fresh,Low,False,20,1,52.89,523.48,7.5,5.0,13.0,15.87,3.82,10.0,26.17,15.7,2.26,1.5,1.0,149.0,7.45
TXN-2023-008530,CUST-263,Fresh,Medium,False,24,3,63.47,614.83,22.5,5.0,15.6,28.56,6.46,10.0,30.74,18.44,3.91,1.5,1.5,317.74,13.24
TXN-2023-008531,CUST-263,Fresh,Low,False,25,1,66.11,646.05,7.5,5.0,16.25,19.83,4.31,10.0,32.3,19.38,2.64,1.5,1.0,175.84,7.03
TXN-2023-008532,CUST-263,Fresh,Medium,False,30,5,79.34,756.28,37.5,5.0,19.5,35.7,9.3,10.0,37.81,22.69,5.35,1.5,1.2,329.14,10.97
TXN-2023-008533,CUST-263,Frozen,Low,False,27,3,42.07,685.27,19.5,5.0,17.55,16.83,6.31,10.0,13.71,13.71,3.26,1.0,1.0,105.86,3.92
TXN-2023-008534,CUST-263,Fresh,Medium,False,13,5,34.38,329.53,37.5,5.0,8.45,15.47,7.64,10.0,16.48,9.89,3.7,1.5,1.2,205.43,15.8
TXN-2023-008535,CUST-264,Grocery,Medium,False,44,1,208.52,1115.31,6.0,5.0,28.6,31.28,5.94,10.0,11.15,11.15,3.84,1.0,1.5,169.45,3.85
TXN-2023-008536,CUST-264,DetergentsPaper,Low,False,23,5,23.36,581.55,27.5,5.0,14.95,1.87,7.12,10.0,2.91,2.91,2.82,1.0,1.0,75.07,3.26
TXN-2023-008537,CUST-264,Fresh,Medium,False,12,2,31.73,312.14,15.0,5.0,7.8,14.28,4.17,10.0,15.61,9.36,2.31,1.5,1.3,162.89,13.57
TXN-2023-008538,CUST-264,Frozen,Low,False,10,2,15.58,274.71,13.0,5.0,6.5,6.23,3.67,10.0,5.49,5.49,1.72,1.0,1.0,57.12,5.71
TXN-2023-008539,CUST-264,DetergentsPaper,Low,False,29,4,29.45,727.5,22.0,5.0,18.85,2.36,6.88,10.0,3.64,3.64,2.75,1.0,1.0,75.11,2.59
TXN-2023-008540,CUST-264,Delicatessen,Low,False,11,1,6.75,299.92,7.0,5.0,7.15,2.16,2.87,10.0,23.99,15.0,1.21,1.5,1.0,111.57,10.14
TXN-2023-008541,CUST-264,Frozen,Low,False,22,3,34.28,550.71,19.5,5.0,14.3,13.71,5.82,10.0,11.01,11.01,2.92,1.0,1.0,93.28,4.24
TXN-2023-008542,CUST-264,Frozen,Medium,False,15,2,23.37,396.02,13.0,5.0,9.75,14.02,4.16,10.0,7.92,7.92,2.3,1.0,1.5,111.11,7.41
TXN-2023-008543,CUST-264,Frozen,High,False,9,5,14.02,229.13,32.5,5.0,5.85,11.22,6.5,10.0,4.58,4.58,3.05,1.0,1.8,149.92,16.66
TXN-2023-008544,CUST-264,DetergentsPaper,Low,False,14,1,14.22,360.89,5.5,5.0,9.1,1.14,2.94,10.0,1.8,1.8,1.18,1.0,1.0,38.47,2.75
TXN-2023-008545,CUST-264,Grocery,Medium,False,23,5,109.0,581.35,30.0,5.0,14.95,16.35,7.49,10.0,5.81,5.81,3.69,1.0,1.2,118.93,5.17
TXN-2023-008546,CUST-264,Frozen,Low,False,13,2,20.26,342.59,13.0,5.0,8.45,8.1,3.97,10.0,6.85,6.85,1.93,1.0,1.0,64.15,4.93
TXN-2023-008547,CUST-264,DetergentsPaper,Medium,False,6,5,6.09,161.64,27.5,5.0,3.9,0.73,5.46,10.0,0.81,0.81,2.13,1.0,1.5,84.51,14.08
TXN-2023-008548,CUST-264,Grocery,Medium,False,11,4,52.13,295.32,24.0,5.0,7.15,7.82,5.42,10.0,2.95,2.95,2.47,1.0,1.5,101.65,9.24
TXN-2023-008549,CUST-264,DetergentsPaper,Medium,False,18,3,18.28,470.57,16.5,5.0,11.7,2.19,4.98,10.0,2.35,2.35,2.02,1.0,1.5,85.65,4.76
TXN-2023-008550,CUST-264,Frozen,Medium,False,13,3,20.26,335.09,19.5,5.0,8.45,12.15,4.94,10.0,6.7,6.7,2.5,1.0,1.5,113.93,8.76
TXN-2023-008551,CUST-264,Frozen,Medium,False,13,3,20.26,327.0,19.5,5.0,8.45,12.15,4.94,10.0,6.54,6.54,2.5,1.0,1.5,113.44,8.73
TXN-2023-008552,CUST-264,Fresh,Medium,False,21,1,55.54,540.83,7.5,5.0,13.65,24.99,3.92,10.0,27.04,16.22,2.75,1.5,1.5,249.94,11.9
TXN-2023-008553,CUST-264,Grocery,Medium,False,18,4,85.31,450.86,24.0,5.0,11.7,12.8,6.11,10.0,4.51,4.51,2.98,1.0,1.5,122.4,6.8
TXN-2023-008554,CUST-264,Grocery,Medium,False,37,1,175.35,928.68,6.0,5.0,24.05,26.3,5.26,10.0,9.29,9.29,3.33,1.0,1.5,147.77,3.99
TXN-2023-008555,CUST-264,DetergentsPaper,Low,False,8,5,8.12,201.26,27.5,5.0,5.2,0.65,5.66,10.0,1.01,1.01,2.2,1.0,1.0,58.22,7.28
TXN-2023-008556,CUST-264,DetergentsPaper,Medium,False,26,4,26.41,655.86,22.0,5.0,16.9,3.17,6.59,10.0,3.28,3.28,2.68,1.0,1.5,109.34,4.21
TXN-2023-008557,CUST-264,DetergentsPaper,High,False,9,5,9.14,231.39,27.5,5.0,5.85,1.46,5.75,10.0,1.16,1.16,2.28,1.0,1.8,108.28,12.03
TXN-2023-008558,CUST-264,DetergentsPaper,Medium,False,10,3,10.16,267.89,16.5,5.0,6.5,1.22,4.2,10.0,1.34,1.34,1.67,1.0,1.2,57.32,5.73
TXN-2023-008559,CUST-264,Grocery,Low,False,10,1,47.39,258.2,6.0,5.0,6.5,4.74,2.62,10.0,2.58,2.58,1.24,1.0,1.0,41.27,4.13
TXN-2023-008560,CUST-264,DetergentsPaper,High,False,14,5,14.22,361.63,27.5,5.0,9.1,2.27,6.24,10.0,1.81,1.81,2.51,1.0,1.8,119.23,8.52
TXN-2023-008561,CUST-264,Milk,Low,False,15,2,13.16,375.99,13.0,5.0,9.75,4.61,4.16,10.0,11.28,7.52,1.83,1.5,1.0,100.72,6.71
TXN-2023-008562,CUST-264,Fresh,Low,False,16,5,42.31,416.33,37.5,5.0,10.4,12.69,7.93,10.0,20.82,12.49,3.68,1.5,1.0,180.77,11.3
TXN-2023-008563,CUST-264,DetergentsPaper,Medium,False,65,1,66.01,1628.46,5.5,5.0,42.25,7.92,7.91,10.0,8.14,8.14,3.43,1.0,1.5,147.45,2.27
TXN-2023-008564,CUST-264,Milk,Low,False,13,2,11.41,335.07,13.0,5.0,8.45,3.99,3.97,10.0,10.05,6.7,1.72,1.5,1.0,94.33,7.26
TXN-2023-008565,CUST-264,Grocery,High,False,10,1,47.39,269.0,6.0,5.0,6.5,9.48,2.62,10.0,2.69,2.69,1.48,1.0,1.8,83.63,8.36
TXN-2023-008566,CUST-264,Frozen,Low,False,16,2,24.93,410.54,13.0,5.0,10.4,9.97,4.26,10.0,8.21,8.21,2.13,1.0,1.0,71.19,4.45
TXN-2023-008567,CUST-264,DetergentsPaper,Low,False,26,1,26.41,650.69,5.5,5.0,16.9,2.11,4.11,10.0,3.25,3.25,1.68,1.0,1.0,51.81,1.99
TXN-2023-008568,CUST-264,Frozen,Medium,False,10,5,15.58,265.52,32.5,5.0,6.5,9.35,6.6,10.0,5.31,5.31,3.0,1.0,1.3,108.64,10.86
TXN-2023-008569,CUST-264,Grocery,Medium,False,12,1,56.87,321.95,6.0,5.0,7.8,8.53,2.82,10.0,3.22,3.22,1.51,1.0,1.5,72.15,6.01
TXN-2023-008570,CUST-264,Grocery,Low,False,35,4,165.87,894.57,24.0,5.0,22.75,16.59,7.76,10.0,8.95,8.95,3.8,1.0,1.0,107.8,3.08
TXN-2023-008571,CUST-264,Grocery,Medium,False,8,2,37.91,218.27,12.0,5.0,5.2,5.69,3.33,10.0,2.18,2.18,1.56,1.0,1.5,70.71,8.84
TXN-2023-008572,CUST-264,Grocery,Low,False,11,1,52.13,296.59,6.0,5.0,7.15,5.21,2.72,10.0,2.97,2.97,1.3,1.0,1.0,43.32,3.94
TXN-2023-008573,CUST-264,Frozen,Medium,False,9,2,14.02,239.98,13.0,5.0,5.85,8.41,3.58,10.0,4.8,4.8,1.79,1.0,1.5,85.85,9.54
TXN-2023-008574,CUST-265,Milk,Medium,False,165,5,144.8,4134.76,32.5,5.0,107.25,76.02,21.71,10.0,124.04,82.7,12.12,1.5,1.2,848.42,5.14
TXN-2023-008575,CUST-265,Milk,Low,False,72,3,63.19,1808.66,19.5,5.0,46.8,22.12,10.7,10.0,54.26,36.17,5.21,1.5,1.0,314.62,4.37
TXN-2023-008576,CUST-265,Milk,Low,False,179,5,157.09,4480.86,32.5,5.0,116.35,54.98,23.08,10.0,134.43,89.62,11.6,1.5,1.0,716.32,4.0
TXN-2023-008577,CUST-265,Grocery,Low,False,46,1,218.0,1165.38,6.0,5.0,29.9,21.8,6.14,10.0,11.65,11.65,3.44,1.0,1.0,105.58,2.3
TXN-2023-008578,CUST-265,Grocery,Medium,False,132,2,625.57,3312.93,12.0,5.0,85.8,93.84,15.42,10.0,33.13,33.13,10.6,1.0,1.5,448.38,3.4
TXN-2023-008579,CUST-265,Grocery,Low,False,193,1,914.66,4839.18,6.0,5.0,125.45,91.47,20.47,10.0,48.39,48.39,12.42,1.0,1.0,367.59,1.9
TXN-2023-008580,CUST-265,Grocery,Low,False,54,1,255.92,1360.21,6.0,5.0,35.1,25.59,6.92,10.0,13.6,13.6,3.93,1.0,1.0,119.74,2.22
TXN-2023-008581,CUST-265,Grocery,Low,False,138,4,654.01,3455.35,24.0,5.0,89.7,65.4,17.8,10.0,34.55,34.55,10.1,1.0,1.0,291.11,2.11
TXN-2023-008582,CUST-265,DetergentsPaper,Low,False,79,3,80.23,1987.76,16.5,5.0,51.35,6.42,10.93,10.0,9.94,9.94,4.51,1.0,1.0,124.58,1.58
TXN-2023-008583,CUST-265,Milk,Low,False,54,4,47.39,1355.48,26.0,5.0,35.1,16.59,9.91,10.0,40.66,27.11,4.63,1.5,1.0,262.51,4.86
TXN-2023-008584,CUST-265,Delicatessen,Low,False,102,3,62.58,2568.75,21.0,5.0,66.3,20.02,13.84,10.0,205.5,128.44,6.31,1.5,1.0,714.62,7.01
TXN-2023-008585,CUST-265,Milk,Low,False,121,3,106.19,3033.67,19.5,5.0,78.65,37.17,15.47,10.0,91.01,60.67,7.79,1.5,1.0,487.89,4.03
TXN-2023-008586,CUST-266,Frozen,Medium,False,100,5,155.82,2512.86,32.5,5.0,65.0,93.5,15.38,10.0,50.26,50.26,10.57,1.0,1.3,432.19,4.32
TXN-2023-008587,CUST-266,Grocery,Medium,False,64,4,303.31,1623.74,24.0,5.0,41.6,45.5,10.59,10.0,16.24,16.24,6.33,1.0,1.5,263.24,4.11
TXN-2023-008588,CUST-266,Grocery,Low,False,94,1,445.48,2365.19,6.0,5.0,61.1,44.55,10.81,10.0,23.65,23.65,6.37,1.0,1.0,191.14,2.03
TXN-2023-008589,CUST-266,Grocery,Low,False,43,2,203.78,1086.92,12.0,5.0,27.95,20.38,6.74,10.0,10.87,10.87,3.6,1.0,1.0,107.41,2.5
TXN-2023-008590,CUST-266,Frozen,Medium,False,42,3,65.45,1066.5,19.5,5.0,27.3,39.27,7.77,10.0,21.33,21.33,4.94,1.0,1.5,234.66,5.59
TXN-2023-008591,CUST-266,DetergentsPaper,Low,False,25,4,25.39,638.66,22.0,5.0,16.25,2.03,6.49,10.0,3.19,3.19,2.59,1.0,1.0,70.74,2.83
TXN-2023-008592,CUST-266,Grocery,Low,False,73,3,345.96,1834.38,18.0,5.0,47.45,34.6,10.57,10.0,18.34,18.34,5.78,1.0,1.0,168.08,2.3
TXN-2023-008593,CUST-266,Milk,High,False,109,2,95.66,2740.75,13.0,5.0,70.85,66.96,13.33,10.0,82.22,54.81,8.46,1.5,1.8,876.51,8.04
TXN-2023-008594,CUST-266,Frozen,Medium,False,41,5,63.89,1042.45,32.5,5.0,26.65,38.33,9.62,10.0,20.85,20.85,5.61,1.0,1.5,254.11,6.2
TXN-2023-008595,CUST-266,Grocery,Medium,False,32,1,151.65,818.39,6.0,5.0,20.8,22.75,4.77,10.0,8.18,8.18,2.97,1.0,1.2,106.38,3.32
TXN-2023-008596,CUST-266,Milk,Medium,False,64,5,56.17,1606.39,32.5,5.0,41.6,29.49,11.86,10.0,48.19,32.13,6.02,1.5,1.5,487.79,7.62
TXN-2023-008597,CUST-266,Milk,Low,False,52,2,45.64,1306.14,13.0,5.0,33.8,15.97,7.77,10.0,39.18,26.12,3.78,1.5,1.0,231.94,4.46
TXN-2023-008598,CUST-266,Milk,Low,False,66,3,57.92,1654.85,19.5,5.0,42.9,20.27,10.11,10.0,49.65,33.1,4.89,1.5,1.0,293.12,4.44
TXN-2023-008599,CUST-266,Milk,Medium,False,71,1,62.31,1797.08,6.5,5.0,46.15,32.71,8.65,10.0,53.91,35.94,4.95,1.5,1.5,458.58,6.46
TXN-2023-008600,CUST-266,Grocery,Low,False,88,2,417.05,2207.99,12.0,5.0,57.2,41.7,11.13,10.0,22.08,22.08,6.35,1.0,1.0,187.55,2.13
TXN-2023-008601,CUST-266,Grocery,Medium,False,111,4,526.05,2782.7,24.0,5.0,72.15,78.91,15.17,10.0,27.83,27.83,9.76,1.0,1.2,324.77,2.93
TXN-2023-008602,CUST-266,Milk,Medium,False,47,1,41.25,1181.06,6.5,5.0,30.55,21.65,6.31,10.0,35.43,23.62,3.5,1.5,1.5,320.77,6.82
TXN-2023-008603,CUST-266,Milk,Medium,False,56,1,49.15,1422.26,6.5,5.0,36.4,25.8,7.18,10.0,42.67,28.45,4.04,1.5,1.5,373.6,6.67
TXN-2023-008604,CUST-266,Grocery,Medium,False,63,2,298.57,1591.03,12.0,5.0,40.95,44.79,8.69,10.0,15.91,15.91,5.57,1.0,1.3,206.47,3.28
TXN-2023-008605,CUST-266,Grocery,Medium,False,48,1,227.48,1200.29,6.0,5.0,31.2,34.12,6.33,10.0,12.0,12.0,4.13,1.0,1.5,181.19,3.77
TXN-2023-008606,CUST-266,Milk,Medium,False,43,2,37.74,1082.06,13.0,5.0,27.95,19.81,6.89,10.0,32.46,21.64,3.63,1.5,1.5,315.88,7.35
TXN-2023-008607,CUST-266,Milk,Medium,False,37,2,32.47,929.63,13.0,5.0,24.05,17.05,6.31,10.0,27.89,18.59,3.27,1.5,1.2,225.28,6.09
TXN-2023-008608,CUST-266,Frozen,Medium,False,80,5,124.66,2010.91,32.5,5.0,52.0,74.8,13.42,10.0,40.22,40.22,8.89,1.0,1.5,415.57,5.19
TXN-2023-008609,CUST-266,Milk,Medium,False,44,4,38.61,1121.66,26.0,5.0,28.6,20.27,8.94,10.0,33.65,22.43,4.44,1.5,1.5,358.51,8.15
TXN-2023-008610,CUST-266,Grocery,Medium,False,73,2,345.96,1841.71,12.0,5.0,47.45,51.89,9.67,10.0,18.42,18.42,6.3,1.0,1.2,214.98,2.94
TXN-2023-008611,CUST-266,Grocery,Low,False,59,2,279.61,1476.5,12.0,5.0,38.35,27.96,8.3,10.0,14.77,14.77,4.58,1.0,1.0,135.72,2.3
TXN-2023-008612,CUST-266,Grocery,Medium,False,55,4,260.66,1393.34,24.0,5.0,35.75,39.1,9.71,10.0,13.93,13.93,5.68,1.0,1.5,235.66,4.28
TXN-2023-008613,CUST-266,Milk,Low,False,38,5,33.35,960.53,32.5,5.0,24.7,11.67,9.33,10.0,28.82,19.21,4.16,1.5,1.0,218.08,5.74
TXN-2023-008614,CUST-266,Grocery,High,False,90,5,426.53,2270.44,30.0,5.0,58.5,85.31,14.03,10.0,22.7,22.7,9.64,1.0,1.8,464.19,5.16
TXN-2023-008615,CUST-266,Grocery,Low,False,97,1,459.7,2434.45,6.0,5.0,63.05,45.97,11.11,10.0,24.34,24.34,6.56,1.0,1.0,196.37,2.02
TXN-2023-008616,CUST-266,Milk,Medium,False,66,2,57.92,1660.96,13.0,5.0,42.9,30.41,9.13,10.0,49.83,33.22,5.02,1.5,1.5,446.66,6.77
TXN-2023-008617,CUST-266,Grocery,Low,False,64,2,303.31,1614.26,12.0,5.0,41.6,30.33,8.79,10.0,16.14,16.14,4.89,1.0,1.0,144.89,2.26
TXN-2023-008618,CUST-266,Delicatessen,Medium,False,71,4,43.56,1778.88,28.0,5.0,46.15,20.91,11.87,10.0,142.31,88.94,5.6,1.5,1.5,807.26,11.37
TXN-2023-008619,CUST-266,Grocery,Medium,False,33,3,156.39,846.63,18.0,5.0,21.45,23.46,6.67,10.0,8.47,8.47,3.73,1.0,1.5,157.86,4.78
TXN-2023-008620,CUST-266,Frozen,Low,False,30,2,46.75,767.08,13.0,5.0,19.5,18.7,5.62,10.0,15.34,15.34,3.09,1.0,1.0,105.6,3.52
TXN-2023-008621,CUST-266,Milk,High,False,63,5,55.29,1576.74,32.5,5.0,40.95,38.7,11.77,10.0,47.3,31.53,6.45,1.5,1.56,524.63,8.33
TXN-2023-008622,CUST-266,Milk,Medium,False,60,3,52.66,1510.58,19.5,5.0,39.0,27.64,9.53,10.0,45.32,30.21,5.03,1.5,1.5,430.27,7.17
TXN-2023-008623,CUST-267,Grocery,Medium,False,194,3,919.4,4853.22,18.0,5.0,126.1,137.91,22.37,10.0,48.53,48.53,15.47,1.0,1.2,518.29,2.67
TXN-2023-008624,CUST-267,Delicatessen,Low,False,65,1,39.88,1641.24,7.0,5.0,42.25,12.76,8.14,10.0,131.3,82.06,3.76,1.5,1.0,453.4,6.98
TXN-2023-008625,CUST-267,Grocery,Low,False,122,4,578.18,3061.81,24.0,5.0,79.3,57.82,16.24,10.0,30.62,30.62,9.12,1.0,1.0,262.72,2.15
TXN-2023-008626,CUST-267,Grocery,Low,False,165,1,781.96,4133.85,6.0,5.0,107.25,78.2,17.74,10.0,41.34,41.34,10.71,1.0,1.0,317.57,1.92
TXN-2023-008627,CUST-267,Milk,Low,False,117,5,102.68,2934.24,32.5,5.0,76.05,35.94,17.03,10.0,88.03,58.68,8.33,1.5,1.0,497.34,4.25
TXN-2023-008628,CUST-267,Frozen,Low,False,63,4,98.17,1591.62,26.0,5.0,40.95,39.27,10.79,10.0,31.83,31.83,6.1,1.0,1.0,201.78,3.2
TXN-2023-008629,CUST-267,DetergentsPaper,Low,False,41,5,41.64,1040.67,27.5,5.0,26.65,3.33,8.87,10.0,5.2,5.2,3.57,1.0,1.0,95.33,2.33
TXN-2023-008630,CUST-267,Frozen,Medium,False,40,5,62.33,1018.41,32.5,5.0,26.0,37.4,9.53,10.0,20.37,20.37,5.52,1.0,1.2,200.02,5.0
TXN-2023-008631,CUST-267,DetergentsPaper,Low,False,81,4,82.26,2034.07,22.0,5.0,52.65,6.58,11.95,10.0,10.17,10.17,4.91,1.0,1.0,133.43,1.65
TXN-2023-008632,CUST-267,Milk,Low,False,187,4,164.11,4693.6,26.0,5.0,121.55,57.44,22.88,10.0,140.81,93.87,11.64,1.5,1.0,733.79,3.92
TXN-2023-008633,CUST-267,Frozen,Low,False,79,2,123.1,1975.28,13.0,5.0,51.35,49.24,10.4,10.0,39.51,39.51,6.45,1.0,1.0,224.45,2.84
TXN-2023-008634,CUST-267,Grocery,Low,False,206,1,976.27,5156.81,6.0,5.0,133.9,97.63,21.73,10.0,51.57,51.57,13.21,1.0,1.0,390.61,1.9
TXN-2023-008635,CUST-267,DetergentsPaper,Low,False,99,2,100.54,2488.9,11.0,5.0,64.35,8.04,12.05,10.0,12.44,12.44,5.02,1.0,1.0,140.36,1.42
TXN-2023-008636,CUST-267,Grocery,Low,False,60,4,284.35,1500.62,24.0,5.0,39.0,28.44,10.2,10.0,15.01,15.01,5.33,1.0,1.0,151.98,2.53
TXN-2023-008637,CUST-267,Milk,Low,False,53,1,46.51,1327.27,6.5,5.0,34.45,16.28,6.89,10.0,39.82,26.55,3.46,1.5,1.0,223.41,4.22
TXN-2023-008638,CUST-267,Grocery,Low,False,109,1,516.57,2731.38,6.0,5.0,70.85,51.66,12.28,10.0,27.31,27.31,7.29,1.0,1.0,217.7,2.0
TXN-2023-008639,CUST-268,Fresh,Medium,False,35,5,92.56,875.94,37.5,5.0,22.75,41.65,9.79,10.0,43.8,26.28,5.83,1.5,1.5,455.85,13.02
TXN-2023-008640,CUST-268,Fresh,Low,False,64,4,169.25,1608.18,30.0,5.0,41.6,50.78,11.49,10.0,80.41,48.25,6.94,1.5,1.0,426.69,6.67
TXN-2023-008641,CUST-268,Fresh,High,False,34,5,89.91,869.29,37.5,5.0,22.1,53.95,9.69,10.0,43.46,26.08,6.41,1.5,1.8,578.32,17.01
TXN-2023-008642,CUST-268,Fresh,Low,False,49,1,129.58,1227.96,7.5,5.0,31.85,38.87,6.65,10.0,61.4,36.84,4.49,1.5,1.0,303.91,6.2
TXN-2023-008643,CUST-268,Fresh,Medium,False,18,2,47.6,473.04,15.0,5.0,11.7,21.42,4.75,10.0,23.65,14.19,2.89,1.5,1.3,211.79,11.77
TXN-2023-008644,CUST-268,Frozen,Low,False,93,4,144.92,2338.88,26.0,5.0,60.45,57.97,13.72,10.0,46.78,46.78,8.16,1.0,1.0,274.85,2.96
TXN-2023-008645,CUST-268,Frozen,Medium,False,22,1,34.28,552.31,6.5,5.0,14.3,20.57,3.87,10.0,11.05,11.05,2.51,1.0,1.5,127.26,5.78
TXN-2023-008646,CUST-268,Fresh,Medium,False,33,3,87.27,838.67,22.5,5.0,21.45,39.27,7.34,10.0,41.93,25.16,4.78,1.5,1.5,399.23,12.1
TXN-2023-008647,CUST-268,Fresh,Medium,False,30,1,79.34,770.0,7.5,5.0,19.5,35.7,4.8,10.0,38.5,23.1,3.63,1.5,1.5,332.38,11.08
TXN-2023-008648,CUST-268,Fresh,Low,False,21,5,55.54,546.0,37.5,5.0,13.65,16.66,8.42,10.0,27.3,16.38,4.06,1.5,1.0,208.46,9.93
TXN-2023-008649,CUST-268,Fresh,Medium,False,16,3,42.31,408.47,22.5,5.0,10.4,19.04,5.68,10.0,20.42,12.25,3.13,1.5,1.5,243.98,15.25
