TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISURGENT,BASE_SHIPPING_COST,URGENT_SURCHARGE,SIZE_SURCHARGE,TOTAL_SHIPPING_COST
TXN-2023-008184,CUST-256,767.33,false,23.02,0.00,0.00,23.02
TXN-2023-008185,CUST-256,518.72,false,15.56,0.00,0.00,15.56
TXN-2023-008186,CUST-256,603.40,false,18.10,0.00,0.00,18.10
TXN-2023-008187,CUST-256,805.05,false,24.15,0.00,0.00,24.15
TXN-2023-008188,CUST-256,839.51,true,25.19,25.19,0.00,50.37
TXN-2023-008189,CUST-256,508.63,false,15.26,0.00,0.00,15.26
TXN-2023-008190,CUST-256,561.77,false,16.85,0.00,0.00,16.85
TXN-2023-008191,CUST-256,1579.16,false,47.37,0.00,0.00,47.37
TXN-2023-008192,CUST-256,1103.30,false,33.10,0.00,0.00,33.10
TXN-2023-008193,CUST-256,1290.76,false,38.72,0.00,0.00,38.72
TXN-2023-008194,CUST-256,521.58,true,15.65,15.65,0.00,31.29
TXN-2023-008195,CUST-256,1073.57,false,32.21,0.00,0.00,32.21
TXN-2023-008196,CUST-256,950.62,false,28.52,0.00,0.00,28.52
TXN-2023-008197,CUST-256,629.41,false,18.88,0.00,0.00,18.88
TXN-2023-008198,CUST-256,879.23,false,26.38,0.00,0.00,26.38
TXN-2023-008199,CUST-256,812.31,false,24.37,0.00,0.00,24.37
TXN-2023-008200,CUST-256,425.10,false,12.75,0.00,0.00,12.75
TXN-2023-008201,CUST-256,781.79,false,23.45,0.00,0.00,23.45
TXN-2023-008202,CUST-256,372.19,false,11.17,0.00,0.00,11.17
TXN-2023-008203,CUST-256,1127.82,false,33.83,0.00,0.00,33.83
TXN-2023-008204,CUST-256,505.36,false,15.16,0.00,0.00,15.16
TXN-2023-008205,CUST-256,1067.58,false,32.03,0.00,0.00,32.03
TXN-2023-008206,CUST-256,806.05,false,24.18,0.00,0.00,24.18
TXN-2023-008207,CUST-256,947.74,false,28.43,0.00,0.00,28.43
TXN-2023-008208,CUST-256,513.74,false,15.41,0.00,0.00,15.41
TXN-2023-008209,CUST-256,716.04,false,21.48,0.00,0.00,21.48
TXN-2023-008210,CUST-256,928.65,false,27.86,0.00,0.00,27.86
TXN-2023-008211,CUST-256,656.01,false,19.68,0.00,0.00,19.68
TXN-2023-008212,CUST-256,749.14,false,22.47,0.00,0.00,22.47
TXN-2023-008213,CUST-256,1158.61,false,34.76,0.00,0.00,34.76
TXN-2023-008214,CUST-256,1094.08,false,32.82,0.00,0.00,32.82
TXN-2023-008215,CUST-256,2046.41,false,61.39,0.00,0.00,61.39
TXN-2023-008216,CUST-256,867.84,false,26.04,0.00,0.00,26.04
TXN-2023-008217,CUST-256,619.81,false,18.59,0.00,0.00,18.59
TXN-2023-008218,CUST-256,759.13,false,22.77,0.00,0.00,22.77
TXN-2023-008219,CUST-256,289.48,false,8.68,0.00,0.00,8.68
TXN-2023-008220,CUST-257,204.54,true,6.14,6.14,0.00,12.27
TXN-2023-008221,CUST-257,628.38,false,18.85,0.00,0.00,18.85
TXN-2023-008222,CUST-257,317.91,false,9.54,0.00,0.00,9.54
TXN-2023-008223,CUST-257,221.16,false,6.63,0.00,0.00,6.63
TXN-2023-008224,CUST-257,613.41,false,18.40,0.00,0.00,18.40
TXN-2023-008225,CUST-257,314.47,false,9.43,0.00,0.00,9.43
TXN-2023-008226,CUST-257,907.18,false,27.22,0.00,0.00,27.22
TXN-2023-008227,CUST-257,824.89,false,24.75,0.00,0.00,24.75
TXN-2023-008228,CUST-257,598.38,false,17.95,0.00,0.00,17.95
TXN-2023-008229,CUST-257,979.92,false,29.40,0.00,0.00,29.40
TXN-2023-008230,CUST-257,594.83,false,17.84,0.00,0.00,17.84
TXN-2023-008231,CUST-257,344.40,false,10.33,0.00,0.00,10.33
TXN-2023-008232,CUST-257,852.34,false,25.57,0.00,0.00,25.57
TXN-2023-008233,CUST-257,169.61,false,5.09,0.00,0.00,5.09
TXN-2023-008234,CUST-257,963.07,true,28.89,28.89,0.00,57.78
TXN-2023-008235,CUST-257,534.95,false,16.05,0.00,0.00,16.05
TXN-2023-008236,CUST-257,171.09,false,5.13,0.00,0.00,5.13
TXN-2023-008237,CUST-257,341.35,true,10.24,10.24,0.00,20.48
TXN-2023-008238,CUST-257,192.15,false,5.76,0.00,0.00,5.76
TXN-2023-008239,CUST-257,252.93,false,7.59,0.00,0.00,7.59
TXN-2023-008240,CUST-257,210.15,false,6.30,0.00,0.00,6.30
TXN-2023-008241,CUST-257,844.29,false,25.33,0.00,0.00,25.33
TXN-2023-008242,CUST-257,674.22,false,20.23,0.00,0.00,20.23
TXN-2023-008243,CUST-257,182.66,false,5.48,0.00,0.00,5.48
TXN-2023-008244,CUST-257,234.21,true,7.03,7.03,0.00,14.05
TXN-2023-008245,CUST-257,351.33,false,10.54,0.00,0.00,10.54
TXN-2023-008246,CUST-257,128.56,true,3.86,3.86,0.00,7.71
TXN-2023-008247,CUST-257,861.29,false,25.84,0.00,0.00,25.84
TXN-2023-008248,CUST-257,684.81,false,20.54,0.00,0.00,20.54
TXN-2023-008249,CUST-257,176.07,true,5.28,5.28,0.00,10.56
TXN-2023-008250,CUST-257,721.89,false,21.66,0.00,0.00,21.66
TXN-2023-008251,CUST-257,193.79,false,5.81,0.00,0.00,5.81
TXN-2023-008252,CUST-257,879.69,false,26.39,0.00,0.00,26.39
TXN-2023-008253,CUST-257,243.05,false,7.29,0.00,0.00,7.29
TXN-2023-008254,CUST-257,480.02,false,14.40,0.00,0.00,14.40
TXN-2023-008255,CUST-257,581.80,false,17.45,0.00,0.00,17.45
TXN-2023-008256,CUST-257,246.03,false,7.38,0.00,0.00,7.38
TXN-2023-008257,CUST-257,588.47,false,17.65,0.00,0.00,17.65
TXN-2023-008258,CUST-257,317.26,true,9.52,9.52,0.00,19.04
TXN-2023-008259,CUST-257,768.00,false,23.04,0.00,0.00,23.04
TXN-2023-008260,CUST-257,358.89,false,10.77,0.00,0.00,10.77
TXN-2023-008261,CUST-257,910.57,false,27.32,0.00,0.00,27.32
TXN-2023-008262,CUST-257,515.84,false,15.48,0.00,0.00,15.48
TXN-2023-008263,CUST-257,288.68,true,8.66,8.66,0.00,17.32
TXN-2023-008264,CUST-257,382.65,false,11.48,0.00,0.00,11.48
TXN-2023-008265,CUST-257,477.66,false,14.33,0.00,0.00,14.33
TXN-2023-008266,CUST-257,238.16,false,7.14,0.00,0.00,7.14
TXN-2023-008267,CUST-258,277.26,false,8.32,0.00,0.00,8.32
TXN-2023-008268,CUST-258,291.12,false,8.73,0.00,0.00,8.73
TXN-2023-008269,CUST-258,595.90,false,17.88,0.00,0.00,17.88
TXN-2023-008270,CUST-258,599.93,false,18.00,0.00,0.00,18.00
TXN-2023-008271,CUST-258,456.87,false,13.71,0.00,0.00,13.71
TXN-2023-008272,CUST-258,444.64,false,13.34,0.00,0.00,13.34
TXN-2023-008273,CUST-258,224.81,false,6.74,0.00,0.00,6.74
TXN-2023-008274,CUST-258,377.29,true,11.32,11.32,0.00,22.64
TXN-2023-008275,CUST-258,234.96,true,7.05,7.05,0.00,14.10
TXN-2023-008276,CUST-258,872.56,false,26.18,0.00,0.00,26.18
TXN-2023-008277,CUST-258,888.39,true,26.65,26.65,0.00,53.30
TXN-2023-008278,CUST-258,281.90,true,8.46,8.46,0.00,16.91
TXN-2023-008279,CUST-258,205.33,false,6.16,0.00,0.00,6.16
TXN-2023-008280,CUST-258,363.36,false,10.90,0.00,0.00,10.90
TXN-2023-008281,CUST-258,451.72,true,13.55,13.55,0.00,27.10
TXN-2023-008282,CUST-258,624.60,true,18.74,18.74,0.00,37.48
TXN-2023-008283,CUST-258,566.57,false,17.00,0.00,0.00,17.00
TXN-2023-008284,CUST-258,391.02,false,11.73,0.00,0.00,11.73
TXN-2023-008285,CUST-258,381.06,true,11.43,11.43,0.00,22.86
TXN-2023-008286,CUST-258,557.71,true,16.73,16.73,0.00,33.46
TXN-2023-008287,CUST-258,254.23,false,7.63,0.00,0.00,7.63
TXN-2023-008288,CUST-258,518.73,false,15.56,0.00,0.00,15.56
TXN-2023-008289,CUST-258,651.61,false,19.55,0.00,0.00,19.55
TXN-2023-008290,CUST-258,621.24,false,18.64,0.00,0.00,18.64
TXN-2023-008291,CUST-258,281.49,false,8.44,0.00,0.00,8.44
TXN-2023-008292,CUST-258,1059.77,false,31.79,0.00,0.00,31.79
TXN-2023-008293,CUST-258,294.51,false,8.84,0.00,0.00,8.84
TXN-2023-008294,CUST-258,789.19,false,23.68,0.00,0.00,23.68
TXN-2023-008295,CUST-258,834.82,false,25.04,0.00,0.00,25.04
TXN-2023-008296,CUST-258,553.66,false,16.61,0.00,0.00,16.61
TXN-2023-008297,CUST-258,760.00,false,22.80,0.00,0.00,22.80
TXN-2023-008298,CUST-258,1227.20,false,36.82,0.00,0.00,36.82
TXN-2023-008299,CUST-258,1081.08,false,32.43,0.00,0.00,32.43
TXN-2023-008300,CUST-258,910.28,false,27.31,0.00,0.00,27.31
TXN-2023-008301,CUST-258,339.19,false,10.18,0.00,0.00,10.18
TXN-2023-008302,CUST-258,582.60,false,17.48,0.00,0.00,17.48
TXN-2023-008303,CUST-258,341.68,false,10.25,0.00,0.00,10.25
TXN-2023-008304,CUST-258,390.34,false,11.71,0.00,0.00,11.71
TXN-2023-008305,CUST-258,341.31,false,10.24,0.00,0.00,10.24
TXN-2023-008306,CUST-258,314.38,false,9.43,0.00,0.00,9.43
TXN-2023-008307,CUST-258,638.64,false,19.16,0.00,0.00,19.16
TXN-2023-008308,CUST-259,1240.67,false,37.22,0.00,0.00,37.22
TXN-2023-008309,CUST-259,1610.21,true,48.31,48.31,0.00,96.61
TXN-2023-008310,CUST-259,1573.64,false,47.21,0.00,0.00,47.21
TXN-2023-008311,CUST-259,800.50,false,24.02,0.00,0.00,24.02
TXN-2023-008312,CUST-259,1656.31,false,49.69,0.00,0.00,49.69
TXN-2023-008313,CUST-259,1123.00,false,33.69,0.00,0.00,33.69
TXN-2023-008314,CUST-259,1908.85,false,57.27,0.00,0.00,57.27
TXN-2023-008315,CUST-259,1722.88,false,51.69,0.00,0.00,51.69
TXN-2023-008316,CUST-259,3036.34,false,91.09,0.00,27.33,118.42
TXN-2023-008317,CUST-259,848.26,false,25.45,0.00,0.00,25.45
TXN-2023-008318,CUST-259,1267.44,false,38.02,0.00,0.00,38.02
TXN-2023-008319,CUST-259,1231.84,false,36.96,0.00,0.00,36.96
TXN-2023-008320,CUST-259,1455.42,false,43.66,0.00,0.00,43.66
TXN-2023-008321,CUST-259,2159.45,true,64.78,64.78,0.00,129.57
TXN-2023-008322,CUST-259,1267.96,false,38.04,0.00,0.00,38.04
TXN-2023-008323,CUST-259,841.29,false,25.24,0.00,0.00,25.24
TXN-2023-008324,CUST-259,934.02,false,28.02,0.00,0.00,28.02
TXN-2023-008325,CUST-259,1203.68,false,36.11,0.00,0.00,36.11
TXN-2023-008326,CUST-259,2110.71,false,63.32,0.00,0.00,63.32
TXN-2023-008327,CUST-259,1402.18,true,42.07,42.07,0.00,84.13
TXN-2023-008328,CUST-259,1217.62,false,36.53,0.00,0.00,36.53
TXN-2023-008329,CUST-259,1440.82,false,43.22,0.00,0.00,43.22
TXN-2023-008330,CUST-259,1162.25,false,34.87,0.00,0.00,34.87
TXN-2023-008331,CUST-259,4219.55,false,126.59,0.00,37.98,164.56
TXN-2023-008332,CUST-259,651.25,false,19.54,0.00,0.00,19.54
TXN-2023-008333,CUST-259,1188.19,false,35.65,0.00,0.00,35.65
TXN-2023-008334,CUST-259,1071.64,false,32.15,0.00,0.00,32.15
TXN-2023-008335,CUST-259,1492.76,false,44.78,0.00,0.00,44.78
TXN-2023-008336,CUST-259,1014.93,false,30.45,0.00,0.00,30.45
TXN-2023-008337,CUST-259,2367.18,false,71.02,0.00,0.00,71.02
TXN-2023-008338,CUST-259,1141.40,false,34.24,0.00,0.00,34.24
TXN-2023-008339,CUST-259,701.35,false,21.04,0.00,0.00,21.04
TXN-2023-008340,CUST-259,1001.37,false,30.04,0.00,0.00,30.04
TXN-2023-008341,CUST-259,2782.49,false,83.47,0.00,0.00,83.47
TXN-2023-008342,CUST-259,742.74,false,22.28,0.00,0.00,22.28
TXN-2023-008343,CUST-259,1125.37,false,33.76,0.00,0.00,33.76
TXN-2023-008344,CUST-259,2073.12,false,62.19,0.00,0.00,62.19
TXN-2023-008345,CUST-259,2259.22,false,67.78,0.00,0.00,67.78
TXN-2023-008346,CUST-259,2466.65,false,74.00,0.00,0.00,74.00
TXN-2023-008347,CUST-259,666.78,false,20.00,0.00,0.00,20.00
TXN-2023-008348,CUST-259,484.23,false,14.53,0.00,0.00,14.53
TXN-2023-008349,CUST-259,1352.50,false,40.58,0.00,0.00,40.58
TXN-2023-008350,CUST-259,1312.54,false,39.38,0.00,0.00,39.38
TXN-2023-008351,CUST-259,882.27,false,26.47,0.00,0.00,26.47
TXN-2023-008352,CUST-259,1202.15,false,36.06,0.00,0.00,36.06
TXN-2023-008353,CUST-259,1707.59,false,51.23,0.00,0.00,51.23
TXN-2023-008354,CUST-259,1538.96,false,46.17,0.00,0.00,46.17
TXN-2023-008355,CUST-259,1282.18,false,38.47,0.00,0.00,38.47
TXN-2023-008356,CUST-259,2107.90,false,63.24,0.00,0.00,63.24
TXN-2023-008357,CUST-259,1191.31,false,35.74,0.00,0.00,35.74
TXN-2023-008358,CUST-260,1612.07,false,48.36,0.00,0.00,48.36
TXN-2023-008359,CUST-260,1365.53,false,40.97,0.00,0.00,40.97
TXN-2023-008360,CUST-260,438.54,true,13.16,13.16,0.00,26.31
TXN-2023-008361,CUST-260,1949.50,false,58.49,0.00,0.00,58.49
TXN-2023-008362,CUST-260,728.22,true,21.85,21.85,0.00,43.69
TXN-2023-008363,CUST-260,1339.93,false,40.20,0.00,0.00,40.20
TXN-2023-008364,CUST-260,1063.18,false,31.90,0.00,0.00,31.90
TXN-2023-008365,CUST-260,334.35,false,10.03,0.00,0.00,10.03
TXN-2023-008366,CUST-260,1813.79,false,54.41,0.00,0.00,54.41
TXN-2023-008367,CUST-260,1451.70,false,43.55,0.00,0.00,43.55
TXN-2023-008368,CUST-260,1629.47,false,48.88,0.00,0.00,48.88
TXN-2023-008369,CUST-260,1360.49,false,40.81,0.00,0.00,40.81
TXN-2023-008370,CUST-260,1763.15,false,52.89,0.00,0.00,52.89
TXN-2023-008371,CUST-260,1108.40,false,33.25,0.00,0.00,33.25
TXN-2023-008372,CUST-260,2910.19,false,87.31,0.00,0.00,87.31
TXN-2023-008373,CUST-260,1813.17,false,54.40,0.00,0.00,54.40
TXN-2023-008374,CUST-260,895.68,false,26.87,0.00,0.00,26.87
TXN-2023-008375,CUST-260,2310.94,false,69.33,0.00,0.00,69.33
TXN-2023-008376,CUST-260,825.16,false,24.75,0.00,0.00,24.75
TXN-2023-008377,CUST-260,1225.00,false,36.75,0.00,0.00,36.75
TXN-2023-008378,CUST-260,1014.68,false,30.44,0.00,0.00,30.44
TXN-2023-008379,CUST-260,1082.95,false,32.49,0.00,0.00,32.49
TXN-2023-008380,CUST-260,2269.46,false,68.08,0.00,0.00,68.08
TXN-2023-008381,CUST-260,2899.30,false,86.98,0.00,0.00,86.98
TXN-2023-008382,CUST-260,1857.80,false,55.73,0.00,0.00,55.73
TXN-2023-008383,CUST-260,1215.06,true,36.45,36.45,0.00,72.90
TXN-2023-008384,CUST-260,1715.06,false,51.45,0.00,0.00,51.45
TXN-2023-008385,CUST-260,1947.18,false,58.42,0.00,0.00,58.42
TXN-2023-008386,CUST-260,1038.23,false,31.15,0.00,0.00,31.15
TXN-2023-008387,CUST-260,2127.20,false,63.82,0.00,0.00,63.82
TXN-2023-008388,CUST-260,1129.60,false,33.89,0.00,0.00,33.89
TXN-2023-008389,CUST-260,730.77,false,21.92,0.00,0.00,21.92
TXN-2023-008390,CUST-260,867.31,false,26.02,0.00,0.00,26.02
TXN-2023-008391,CUST-260,1693.21,false,50.80,0.00,0.00,50.80
TXN-2023-008392,CUST-260,926.80,false,27.80,0.00,0.00,27.80
TXN-2023-008393,CUST-260,1380.56,false,41.42,0.00,0.00,41.42
TXN-2023-008394,CUST-260,2956.17,false,88.69,0.00,0.00,88.69
TXN-2023-008395,CUST-260,3211.33,false,96.34,0.00,28.90,125.24
TXN-2023-008396,CUST-260,1238.95,false,37.17,0.00,0.00,37.17
TXN-2023-008397,CUST-260,740.62,false,22.22,0.00,0.00,22.22
TXN-2023-008398,CUST-260,958.70,false,28.76,0.00,0.00,28.76
TXN-2023-008399,CUST-260,1330.76,true,39.92,39.92,0.00,79.85
TXN-2023-008400,CUST-260,1810.38,false,54.31,0.00,0.00,54.31
TXN-2023-008401,CUST-260,1105.45,false,33.16,0.00,0.00,33.16
TXN-2023-008402,CUST-260,719.40,false,21.58,0.00,0.00,21.58
TXN-2023-008403,CUST-260,2466.58,true,74.00,74.00,0.00,147.99
TXN-2023-008404,CUST-260,889.61,false,26.69,0.00,0.00,26.69
TXN-2023-008405,CUST-260,1035.45,true,31.06,31.06,0.00,62.13
TXN-2023-008406,CUST-261,901.22,false,27.04,0.00,0.00,27.04
TXN-2023-008407,CUST-261,216.41,false,6.49,0.00,0.00,6.49
TXN-2023-008408,CUST-261,317.57,false,9.53,0.00,0.00,9.53
TXN-2023-008409,CUST-261,344.18,false,10.33,0.00,0.00,10.33
TXN-2023-008410,CUST-261,717.68,false,21.53,0.00,0.00,21.53
TXN-2023-008411,CUST-261,547.96,false,16.44,0.00,0.00,16.44
TXN-2023-008412,CUST-261,526.55,false,15.80,0.00,0.00,15.80
TXN-2023-008413,CUST-261,344.03,false,10.32,0.00,0.00,10.32
TXN-2023-008414,CUST-261,317.18,false,9.52,0.00,0.00,9.52
TXN-2023-008415,CUST-261,351.87,true,10.56,10.56,0.00,21.11
TXN-2023-008416,CUST-261,283.37,false,8.50,0.00,0.00,8.50
TXN-2023-008417,CUST-261,1092.07,false,32.76,0.00,0.00,32.76
TXN-2023-008418,CUST-261,532.27,false,15.97,0.00,0.00,15.97
TXN-2023-008419,CUST-261,510.85,false,15.33,0.00,0.00,15.33
TXN-2023-008420,CUST-261,553.32,false,16.60,0.00,0.00,16.60
TXN-2023-008421,CUST-261,317.62,false,9.53,0.00,0.00,9.53
TXN-2023-008422,CUST-261,223.17,false,6.70,0.00,0.00,6.70
TXN-2023-008423,CUST-261,324.75,false,9.74,0.00,0.00,9.74
TXN-2023-008424,CUST-261,218.61,false,6.56,0.00,0.00,6.56
TXN-2023-008425,CUST-261,450.93,false,13.53,0.00,0.00,13.53
TXN-2023-008426,CUST-261,457.12,true,13.71,13.71,0.00,27.43
TXN-2023-008427,CUST-261,226.00,false,6.78,0.00,0.00,6.78
TXN-2023-008428,CUST-261,276.97,false,8.31,0.00,0.00,8.31
TXN-2023-008429,CUST-261,169.86,true,5.10,5.10,0.00,10.19
TXN-2023-008430,CUST-261,220.02,false,6.60,0.00,0.00,6.60
TXN-2023-008431,CUST-261,454.90,false,13.65,0.00,0.00,13.65
TXN-2023-008432,CUST-261,83.52,false,2.51,0.00,0.00,2.51
TXN-2023-008433,CUST-261,139.28,false,4.18,0.00,0.00,4.18
TXN-2023-008434,CUST-261,278.83,false,8.36,0.00,0.00,8.36
TXN-2023-008435,CUST-261,205.70,false,6.17,0.00,0.00,6.17
TXN-2023-008436,CUST-261,536.08,false,16.08,0.00,0.00,16.08
TXN-2023-008437,CUST-261,469.15,false,14.07,0.00,0.00,14.07
TXN-2023-008438,CUST-261,140.48,false,4.21,0.00,0.00,4.21
TXN-2023-008439,CUST-261,357.33,false,10.72,0.00,0.00,10.72
TXN-2023-008440,CUST-261,175.51,true,5.27,5.27,0.00,10.53
TXN-2023-008441,CUST-261,291.60,false,8.75,0.00,0.00,8.75
TXN-2023-008442,CUST-261,545.44,false,16.36,0.00,0.00,16.36
TXN-2023-008443,CUST-261,432.99,false,12.99,0.00,0.00,12.99
TXN-2023-008444,CUST-261,117.62,false,3.53,0.00,0.00,3.53
TXN-2023-008445,CUST-261,731.46,false,21.94,0.00,0.00,21.94
TXN-2023-008446,CUST-261,486.36,false,14.59,0.00,0.00,14.59
TXN-2023-008447,CUST-261,491.11,false,14.73,0.00,0.00,14.73
TXN-2023-008448,CUST-261,518.77,false,15.56,0.00,0.00,15.56
TXN-2023-008449,CUST-261,413.07,false,12.39,0.00,0.00,12.39
TXN-2023-008450,CUST-261,212.69,false,6.38,0.00,0.00,6.38
TXN-2023-008451,CUST-261,366.53,false,11.00,0.00,0.00,11.00
TXN-2023-008452,CUST-262,407.03,false,12.21,0.00,0.00,12.21
TXN-2023-008453,CUST-262,974.85,true,29.25,29.25,0.00,58.49
TXN-2023-008454,CUST-262,308.46,false,9.25,0.00,0.00,9.25
TXN-2023-008455,CUST-262,416.17,false,12.49,0.00,0.00,12.49
TXN-2023-008456,CUST-262,377.95,false,11.34,0.00,0.00,11.34
TXN-2023-008457,CUST-262,469.84,false,14.10,0.00,0.00,14.10
TXN-2023-008458,CUST-262,734.07,false,22.02,0.00,0.00,22.02
TXN-2023-008459,CUST-262,821.35,false,24.64,0.00,0.00,24.64
TXN-2023-008460,CUST-262,242.85,false,7.29,0.00,0.00,7.29
TXN-2023-008461,CUST-262,339.42,false,10.18,0.00,0.00,10.18
TXN-2023-008462,CUST-262,312.19,false,9.37,0.00,0.00,9.37
TXN-2023-008463,CUST-262,374.04,false,11.22,0.00,0.00,11.22
TXN-2023-008464,CUST-262,494.83,false,14.84,0.00,0.00,14.84
TXN-2023-008465,CUST-262,418.44,false,12.55,0.00,0.00,12.55
TXN-2023-008466,CUST-262,925.23,false,27.76,0.00,0.00,27.76
TXN-2023-008467,CUST-262,1457.92,false,43.74,0.00,0.00,43.74
TXN-2023-008468,CUST-262,388.27,false,11.65,0.00,0.00,11.65
TXN-2023-008469,CUST-262,425.72,false,12.77,0.00,0.00,12.77
TXN-2023-008470,CUST-262,232.79,false,6.98,0.00,0.00,6.98
TXN-2023-008471,CUST-262,387.03,false,11.61,0.00,0.00,11.61
TXN-2023-008472,CUST-262,530.50,false,15.92,0.00,0.00,15.92
TXN-2023-008473,CUST-262,335.39,false,10.06,0.00,0.00,10.06
TXN-2023-008474,CUST-262,270.12,false,8.10,0.00,0.00,8.10
TXN-2023-008475,CUST-262,1039.87,true,31.20,31.20,0.00,62.39
TXN-2023-008476,CUST-262,318.41,false,9.55,0.00,0.00,9.55
TXN-2023-008477,CUST-262,242.68,false,7.28,0.00,0.00,7.28
TXN-2023-008478,CUST-262,482.69,false,14.48,0.00,0.00,14.48
TXN-2023-008479,CUST-262,849.43,false,25.48,0.00,0.00,25.48
TXN-2023-008480,CUST-262,419.35,true,12.58,12.58,0.00,25.16
TXN-2023-008481,CUST-262,490.58,false,14.72,0.00,0.00,14.72
TXN-2023-008482,CUST-262,383.07,true,11.49,11.49,0.00,22.98
TXN-2023-008483,CUST-262,322.78,false,9.68,0.00,0.00,9.68
TXN-2023-008484,CUST-262,464.14,false,13.92,0.00,0.00,13.92
TXN-2023-008485,CUST-262,558.51,false,16.76,0.00,0.00,16.76
TXN-2023-008486,CUST-263,560.13,false,16.80,0.00,0.00,16.80
TXN-2023-008487,CUST-263,260.55,false,7.82,0.00,0.00,7.82
TXN-2023-008488,CUST-263,538.49,false,16.15,0.00,0.00,16.15
TXN-2023-008489,CUST-263,270.27,false,8.11,0.00,0.00,8.11
TXN-2023-008490,CUST-263,571.64,false,17.15,0.00,0.00,17.15
TXN-2023-008491,CUST-263,387.86,false,11.64,0.00,0.00,11.64
TXN-2023-008492,CUST-263,1486.93,false,44.61,0.00,0.00,44.61
TXN-2023-008493,CUST-263,433.95,false,13.02,0.00,0.00,13.02
TXN-2023-008494,CUST-263,652.35,false,19.57,0.00,0.00,19.57
TXN-2023-008495,CUST-263,957.01,false,28.71,0.00,0.00,28.71
TXN-2023-008496,CUST-263,246.63,false,7.40,0.00,0.00,7.40
TXN-2023-008497,CUST-263,432.65,true,12.98,12.98,0.00,25.96
TXN-2023-008498,CUST-263,537.71,false,16.13,0.00,0.00,16.13
TXN-2023-008499,CUST-263,833.00,false,24.99,0.00,0.00,24.99
TXN-2023-008500,CUST-263,807.14,false,24.21,0.00,0.00,24.21
TXN-2023-008501,CUST-263,841.64,false,25.25,0.00,0.00,25.25
TXN-2023-008502,CUST-263,542.34,true,16.27,16.27,0.00,32.54
TXN-2023-008503,CUST-263,504.29,true,15.13,15.13,0.00,30.26
TXN-2023-008504,CUST-263,818.89,true,24.57,24.57,0.00,49.13
TXN-2023-008505,CUST-263,158.43,false,4.75,0.00,0.00,4.75
TXN-2023-008506,CUST-263,147.12,false,4.41,0.00,0.00,4.41
TXN-2023-008507,CUST-263,696.80,false,20.90,0.00,0.00,20.90
TXN-2023-008508,CUST-263,1179.62,false,35.39,0.00,0.00,35.39
TXN-2023-008509,CUST-263,288.44,false,8.65,0.00,0.00,8.65
TXN-2023-008510,CUST-263,261.98,false,7.86,0.00,0.00,7.86
TXN-2023-008511,CUST-263,674.82,false,20.24,0.00,0.00,20.24
TXN-2023-008512,CUST-263,743.76,false,22.31,0.00,0.00,22.31
TXN-2023-008513,CUST-263,313.42,false,9.40,0.00,0.00,9.40
TXN-2023-008514,CUST-263,414.77,false,12.44,0.00,0.00,12.44
TXN-2023-008515,CUST-263,1196.22,false,35.89,0.00,0.00,35.89
TXN-2023-008516,CUST-263,513.91,false,15.42,0.00,0.00,15.42
TXN-2023-008517,CUST-263,477.69,false,14.33,0.00,0.00,14.33
TXN-2023-008518,CUST-263,805.43,false,24.16,0.00,0.00,24.16
TXN-2023-008519,CUST-263,283.99,false,8.52,0.00,0.00,8.52
TXN-2023-008520,CUST-263,567.40,false,17.02,0.00,0.00,17.02
TXN-2023-008521,CUST-263,727.65,false,21.83,0.00,0.00,21.83
TXN-2023-008522,CUST-263,233.90,false,7.02,0.00,0.00,7.02
TXN-2023-008523,CUST-263,584.49,false,17.53,0.00,0.00,17.53
TXN-2023-008524,CUST-263,662.00,false,19.86,0.00,0.00,19.86
TXN-2023-008525,CUST-263,608.75,false,18.26,0.00,0.00,18.26
TXN-2023-008526,CUST-263,453.97,true,13.62,13.62,0.00,27.24
TXN-2023-008527,CUST-263,317.39,false,9.52,0.00,0.00,9.52
TXN-2023-008528,CUST-263,821.14,false,24.63,0.00,0.00,24.63
TXN-2023-008529,CUST-263,523.48,false,15.70,0.00,0.00,15.70
TXN-2023-008530,CUST-263,614.83,false,18.44,0.00,0.00,18.44
TXN-2023-008531,CUST-263,646.05,false,19.38,0.00,0.00,19.38
TXN-2023-008532,CUST-263,756.28,false,22.69,0.00,0.00,22.69
TXN-2023-008533,CUST-263,685.27,false,20.56,0.00,0.00,20.56
TXN-2023-008534,CUST-263,329.53,false,9.89,0.00,0.00,9.89
TXN-2023-008535,CUST-264,1115.31,false,33.46,0.00,0.00,33.46
TXN-2023-008536,CUST-264,581.55,false,17.45,0.00,0.00,17.45
TXN-2023-008537,CUST-264,312.14,true,9.36,9.36,0.00,18.73
TXN-2023-008538,CUST-264,274.71,false,8.24,0.00,0.00,8.24
TXN-2023-008539,CUST-264,727.50,false,21.83,0.00,0.00,21.83
TXN-2023-008540,CUST-264,299.92,false,9.00,0.00,0.00,9.00
TXN-2023-008541,CUST-264,550.71,false,16.52,0.00,0.00,16.52
TXN-2023-008542,CUST-264,396.02,false,11.88,0.00,0.00,11.88
TXN-2023-008543,CUST-264,229.13,true,6.87,6.87,0.00,13.75
TXN-2023-008544,CUST-264,360.89,false,10.83,0.00,0.00,10.83
TXN-2023-008545,CUST-264,581.35,false,17.44,0.00,0.00,17.44
TXN-2023-008546,CUST-264,342.59,false,10.28,0.00,0.00,10.28
